age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78
0,1,9.473442211,11.79627273,12.57170073,14.80490605,16.54298465,17.97617256,20.82301005,23.80353769,26.78406533,29.76459296,32.7451206,35.72564824,38.70617588,43.4750201
1,1,10.40167839,13.14805005,14.01082401,16.336509,17.98425578,19.26071401,22.63631658,26.21043719,29.78455779,33.35867839,36.93279899,40.5069196,44.0810402,49.79963317
2,1,11.66171357,14.48251277,15.37895945,17.82764566,19.59364582,20.97836064,24.44365829,28.10571859,31.76777889,35.4298392,39.0918995,42.7539598,46.4160201,52.27531658
3,1,12.22021106,15.03861798,15.94126277,18.42646745,20.23874002,21.67031217,25.1281809,28.77767839,32.42717588,36.07667337,39.72617085,43.37566834,47.02516583,52.86436181
4,1,12.50794472,15.30127068,16.20064801,18.69181671,20.52453175,21.98114833,25.40961809,29.02456784,32.63951759,36.25446734,39.86941709,43.48436683,47.09931658,52.88323618
5,1,12.68567839,15.44943922,16.34280373,18.83002216,20.67497803,22.1477523,25.54031658,29.11443719,32.68855779,36.26267839,39.83679899,43.4109196,46.9850402,52.70363317
6,1,12.7811608,15.51298672,16.39934469,18.87706325,20.72532348,22.20698449,25.56014573,29.09029648,32.62044724,36.15059799,39.68074874,43.2108995,46.74105025,52.38929146
7,1,12.82064322,15.51791318,16.39565612,18.85702216,20.70405736,22.19056568,25.49823618,28.97813568,32.45803518,35.93793467,39.41783417,42.89773367,46.37763317,51.94547236
8,1,12.81537186,15.47397651,16.3413528,18.78187835,20.62193505,22.10763548,25.36932663,28.79897487,32.22862312,35.65827136,39.0879196,42.51756784,45.94721608,51.43465327
9,1,12.7801005,15.39841879,16.25504947,18.6716729,20.50132348,21.98298449,25.19554774,28.57180402,31.9480603,35.32431658,38.70057286,42.07682915,45.45308543,50.85509548
10,1,12.72582915,15.30548212,16.15082401,18.54242636,20.35946728,21.8354731,25.00163819,28.32764322,31.65364824,34.97965327,38.30565829,41.63166332,44.95766834,50.27927638
11,1,12.65980905,15.20054545,16.03490592,18.40017982,20.20436646,21.67310131,24.7898593,28.06247236,31.33508543,34.60769849,37.88031156,41.15292462,44.42553769,49.66171859
12,1,12.5930402,15.09722983,15.92129521,18.26193329,20.05314332,21.51379932,24.58394975,27.80631156,31.02867337,34.25103518,37.47339698,40.69575879,43.9181206,49.0738995
13,1,12.5230201,14.9919142,15.80568451,18.1216662,19.89904249,21.35242753,24.38177889,27.56017085,30.73856281,33.91695477,37.09534673,40.27373869,43.45213065,48.53755779
14,1,12.45575377,14.89221961,15.69668856,17.99041967,19.75494167,21.20105574,24.18960804,27.32403015,30.45845226,33.59287437,36.72729648,39.86171859,42.9961407,48.01121608
15,1,12.39073869,14.79752503,15.593,17.86519367,19.61784085,21.05668396,24.01017588,27.10690955,30.20364322,33.30037688,36.39711055,39.49384422,42.59057789,47.54535176
16,1,12.32672362,14.70507252,15.49200406,17.74298823,19.48474002,20.91631217,23.83474372,26.89378894,29.95283417,33.0118794,36.07092462,39.12996985,42.18901508,47.08348744
17,1,12.26970854,14.62124106,15.40062287,17.63276223,19.36276151,20.78787058,23.6741809,26.69867839,29.72317588,32.74767337,35.77217085,38.79666834,41.82116583,46.66036181
18,1,12.21544724,14.54303064,15.31524169,17.52957733,19.249783,20.66842899,23.52261809,26.51256784,29.50251759,32.49246734,35.48241709,38.47236683,41.46231658,46.24623618
19,1,12.16393467,14.46882022,15.2338605,17.43139243,19.14192681,20.5549176,23.38279397,26.34447739,29.3061608,32.26784422,35.22952764,38.19121106,41.15289447,45.89158794
20,1,12.11967337,14.40323085,15.16240146,17.34422807,19.04619292,20.4543364,23.25596985,26.18938693,29.12280402,32.05622111,34.98963819,37.92305528,40.85647236,45.5499397
21,1,12.07991457,14.34464147,15.09794242,17.26608426,18.96058135,20.36468541,23.14301508,26.05130653,28.95959799,31.86788945,34.7761809,37.68447236,40.59276382,45.24603015
22,1,12.04465327,14.29129418,15.03917599,17.19494044,18.88184747,20.28110422,23.03892965,25.92523618,28.81154271,31.69784925,34.58415578,37.47046231,40.35676884,44.9748593
23,1,12.01489447,14.24494688,14.98833171,17.13183772,18.8132359,20.20845322,22.94584422,25.81016583,28.67448744,31.53880905,34.40313065,37.26745226,40.13177387,44.71468844
24,1,11.98838693,14.20359959,14.94248743,17.07571445,18.75086896,20.14366263,22.86362814,25.70910553,28.55458291,31.4000603,34.24553769,37.09101508,39.93649246,44.48925628
25,1,12.14266834,14.4155046,15.1702498,17.34004317,19.03160284,20.42924382,23.21849246,26.13934673,29.06020101,31.98105528,34.90190955,37.82276382,40.74361809,45.41698492
26,1,12.09642211,14.37674668,15.1322498,17.29785826,18.97876814,20.36429084,23.16396985,26.09738693,29.03080402,31.96422111,34.89763819,37.83105528,40.76447236,45.4579397
27,1,12.05042714,14.33860981,15.0952498,17.25769391,18.92881112,20.30140766,23.10857789,26.05141709,28.99425628,31.93709548,34.87993467,37.82277387,40.76561307,45.47415578
28,1,12.0051809,14.30023085,15.0572498,17.21652955,18.87822104,20.24031508,23.05805528,26.01345729,28.9688593,31.92426131,34.87966332,37.83506533,40.79046734,45.51911055
29,1,11.96118593,14.26409397,15.0222498,17.17838573,18.83150864,20.18229229,23.00766332,25.97248744,28.93731156,31.90213568,34.8669598,37.83178392,40.79660804,45.54032663
30,1,11.9189397,14.22771502,14.98655718,17.14126247,18.78716319,20.12906011,22.96227136,25.93651759,28.91076382,31.88501005,34.85925628,37.83350251,40.80774874,45.56654271
31,1,11.87569347,14.19157814,14.95155718,17.1031392,18.74194005,20.07575812,22.9168794,25.90054774,28.88421608,31.86788442,34.85155276,37.83522111,40.81888945,45.59275879
32,1,11.83444724,14.15682022,14.91755718,17.06803647,18.70083923,20.02738633,22.87648744,25.86957789,28.86266834,31.85575879,34.84884925,37.8419397,40.83503015,45.62397487
33,1,11.79520101,14.12306231,14.88455718,17.03297484,18.66186072,19.98194474,22.83622613,25.83559799,28.83496985,31.83434171,34.83371357,37.83308543,40.83245729,45.63145226
34,1,11.75570352,14.08868335,14.85086456,16.9989132,18.62400452,19.93843335,22.80083417,25.80962814,28.81842211,31.82721608,34.83601005,37.84480402,40.85359799,45.66766834
35,1,11.71895477,14.05592543,14.81917194,16.96685157,18.58851527,19.89971255,22.76757286,25.78264824,28.79772362,31.81279899,34.82787437,37.84294975,40.85802513,45.68214573
36,1,11.68245729,14.02354648,14.78747932,16.93581048,18.5549037,19.86206156,22.73531156,25.75666834,28.77802513,31.79938191,34.82073869,37.84209548,40.86345226,45.69762312
37,1,11.6479598,13.99316752,14.75747932,16.90678994,18.52478139,19.83113136,22.71005025,25.73768844,28.76532663,31.79296482,34.82060302,37.84824121,40.8758794,45.7201005
38,1,11.61621106,13.96378856,14.7287867,16.87881048,18.49753676,19.80227096,22.6839196,25.71469849,28.74547739,31.77625628,34.80703518,37.83781407,40.86859296,45.7178392
39,1,11.58446231,13.9344096,14.70040146,16.85281048,18.47178139,19.77813136,22.66278894,25.69670854,28.73062814,31.76454774,34.79846734,37.83238693,40.86630653,45.72057789
40,1,11.55571357,13.90765169,14.67440146,16.82885157,18.45002601,19.75799176,22.64278894,25.67670854,28.71062814,31.74454774,34.77846734,37.81238693,40.84630653,45.70057789
41,1,11.52896482,13.88227273,14.65001622,16.8069132,18.43151527,19.74271255,22.62778894,25.66170854,28.69562814,31.72954774,34.76346734,37.79738693,40.83130653,45.68557789
42,1,11.50296482,13.85727273,14.6253236,16.78697484,18.41524915,19.73129375,22.61965829,25.65671859,28.69377889,31.7308392,34.7678995,37.8049598,40.8420201,45.70131658
43,1,11.47896482,13.83427273,14.60324574,16.76907756,18.40298303,19.72387494,22.61552764,25.65572864,28.69592965,31.73613065,34.77633166,37.81653266,40.85673367,45.72105528
44,1,11.45771357,13.81251481,14.58255312,16.75318029,18.39296154,19.72031653,22.60965829,25.64671859,28.68377889,31.7208392,34.7578995,37.7949598,40.8320201,45.69131658
45,1,11.43596482,13.79151481,14.56216788,16.73734464,18.38606237,19.72068832,22.61065829,25.64771859,28.68477889,31.7218392,34.7588995,37.7959598,40.8330201,45.69231658
46,1,11.41671357,13.77113585,14.54309002,16.72448846,18.38153013,19.7258507,22.61378894,25.64770854,28.68162814,31.71554774,34.74946734,37.78338693,40.81730653,45.67157789
47,1,11.39846231,13.75213585,14.52470479,16.71363227,18.3789979,19.73301309,22.62178894,25.65570854,28.68962814,31.72354774,34.75746734,37.79138693,40.82530653,45.67957789
48,1,11.38121106,13.73275689,14.50662693,16.70183772,18.37871029,19.74403587,22.62805025,25.65568844,28.68332663,31.71096482,34.73860302,37.76624121,40.7938794,45.6381005
49,1,11.3649598,13.71575689,14.49024169,16.69302262,18.380545,19.75798885,22.64305025,25.67068844,28.69832663,31.72596482,34.75360302,37.78124121,40.8088794,45.6531005
50,1,11.34970854,13.69837794,14.47385645,16.68424861,18.38450202,19.77487203,22.65531156,25.67666834,28.69802513,31.71938191,34.74073869,37.76209548,40.78345226,45.61762312
51,1,11.33545729,13.68137794,14.45777859,16.67745406,18.38982598,19.79554581,22.67157286,25.68664824,28.70172362,31.71679899,34.73187437,37.74694975,40.76202513,45.58614573
52,1,11.32195477,13.66537794,14.44270073,16.67072114,18.39814994,19.81921958,22.69370352,25.70563819,28.71757286,31.72950754,34.74144221,37.75337688,40.76531156,45.58440704
53,1,11.31045226,13.64999898,14.42831549,16.66498823,18.40771853,19.84575376,22.71309548,25.71560804,28.7181206,31.72063317,34.72314573,37.72565829,40.72817085,45.53219095
54,1,11.29869849,13.63437794,14.41354501,16.66125531,18.41940944,19.87521813,22.74122613,25.74059799,28.73996985,31.73934171,34.73871357,37.73808543,40.73745729,45.53645226
55,1,11.28819598,13.62037794,14.40046715,16.65754294,18.43234497,19.9075429,22.76948744,25.76257789,28.75566834,31.74875879,34.74184925,37.7349397,40.72803015,45.51697487
56,1,11.27794472,13.60637794,14.38738929,16.65483056,18.44640281,19.94179787,22.7968794,25.78054774,28.76421608,31.74788442,34.73155276,37.71522111,40.69888945,45.47275879
57,1,11.26919095,13.59275689,14.37431144,16.65215928,18.46270528,19.97991323,22.8311407,25.80852764,28.78591457,31.76330151,34.74068844,37.71807538,40.69546231,45.45928141
58,1,11.26143719,13.58037794,14.36323358,16.651488,18.48100776,20.0200286,22.86453266,25.83249749,28.80046231,31.76842714,34.73639196,37.70435678,40.67232161,45.42106533
59,1,11.25393467,13.56775689,14.35115572,16.65083726,18.50079948,20.06486476,22.90292462,25.86146734,28.82001005,31.77855276,34.73709548,37.69563819,40.6541809,45.38784925
