age_months,sex,P50,P75,P85,P90,P95,pct120ofP95,pct130ofP95,pct140ofP95,pct150ofP95,pct160ofP95,pct170ofP95,pct180ofP95,pct190ofP95,pct200ofP95
98.5,1,15.839,17.1419,18.0612,18.8169,20.2326,24.279071,26.302380000000003,28.32564,30.3489,32.37216,34.39542,36.41868,38.44194,40.4652
99.5,1,15.8686,17.1851,18.1151,18.8804,20.3159,24.379044,26.41067,28.442259999999997,30.47385,32.50544,34.537029999999994,36.56862,38.60021,40.6318
100.5,1,15.8989,17.2291,18.1698,18.9446,20.3998,24.479753,26.51974,28.559719999999995,30.5997,32.63968,34.67966,36.71964,38.75962,40.7996
101.5,1,15.9299,17.2738,18.2253,19.0095,20.4843,24.581152,26.629590000000004,28.67802,30.72645,32.77488,34.82331,36.87174,38.92017,40.9686
102.5,1,15.9617,17.3193,18.2814,19.0751,20.5693,24.683199,26.74009,28.797019999999996,30.853949999999998,32.91088,34.96780999999999,37.02474,39.081669999999995,41.1386
103.5,1,15.9942,17.3655,18.3383,19.1414,20.6549,24.78585,26.851370000000003,28.91686,30.982350000000004,33.04784,35.113330000000005,37.17882,39.24431,41.3098
104.5,1,16.0274,17.4124,18.3958,19.2083,20.7409,24.889063,26.96317,29.037259999999996,31.11135,33.18544,35.25953,37.33362,39.407709999999994,41.4818
105.5,1,16.0613,17.46,18.454,19.2757,20.8273,24.992797,27.075490000000002,29.15822,31.24095,33.32368,35.40641,37.489140000000006,39.57187,41.6546
106.5,1,16.0959,17.5083,18.5128,19.3438,20.9142,25.09701,27.188460000000003,29.27988,31.3713,33.462720000000004,35.554140000000004,37.64556,39.73698,41.8284
107.5,1,16.1312,17.5573,18.5722,19.4124,21.0014,25.201662,27.301820000000003,29.40196,31.5021,33.60224,35.70238,37.80252,39.90266,42.0028
108.5,1,16.1671,17.6068,18.6322,19.4815,21.0889,25.306713,27.41557,29.524459999999998,31.63335,33.74224,35.85113,37.96002,40.068909999999995,42.1778
109.5,1,16.2037,17.657,18.6928,19.5511,21.1768,25.412124,27.52984,29.647519999999997,31.7652,33.88288,36.00056,38.11824,40.23592,42.3536
110.5,1,16.2409,17.7078,18.7539,19.6212,21.2649,25.517857,27.644370000000002,29.77086,31.897350000000003,34.02384,36.150330000000004,38.27682,40.40331,42.5298
111.5,1,16.2788,17.7592,18.8155,19.6917,21.3532,25.623874,27.75916,29.894479999999998,32.0298,34.16512,36.30044,38.43576,40.57108,42.7064
112.5,1,16.3173,17.8111,18.8777,19.7627,21.4418,25.730138,27.87434,30.01852,32.1627,34.30688,36.45106,38.595240000000004,40.73942,42.8836
113.5,1,16.3564,17.8636,18.9403,19.834,21.5305,25.836612,27.98965,30.142699999999998,32.29575,34.4488,36.60185,38.7549,40.90795,43.061
114.5,1,16.3961,17.9166,19.0034,19.9057,21.6194,25.943261,28.10522,30.267159999999997,32.4291,34.59104,36.752979999999994,38.91492,41.076859999999996,43.2388
115.5,1,16.4363,17.9702,19.0669,19.9778,21.7084,26.05005,28.220920000000003,30.391759999999998,32.5626,34.73344,36.90428,39.075120000000005,41.24596,43.4168
116.5,1,16.4772,18.0243,19.1308,20.0502,21.7975,26.156944,28.33675,30.516499999999997,32.69625,34.876,37.055749999999996,39.2355,41.41525,43.595
117.5,1,16.5186,18.0788,19.1952,20.1229,21.8866,26.263909,28.45258,30.64124,32.8299,35.01856,37.20722,39.395880000000005,41.584540000000004,43.7732
118.5,1,16.5606,18.1338,19.2599,20.1959,21.9758,26.370914,28.56854,30.766119999999997,32.9637,35.16128,37.35886,39.55644,41.75402,43.9516
119.5,1,16.6031,18.1893,19.325,20.2692,22.0649,26.477925,28.68437,30.89086,33.097350000000006,35.30384,37.51033,39.716820000000006,41.92331,44.1298
120.5,1,16.6461,18.2452,19.3904,20.3427,22.1541,26.584911,28.80033,31.015739999999997,33.23115,35.44656,37.66197,39.87738,42.09279,44.3082
121.5,1,16.6897,18.3016,19.4562,20.4164,22.2432,26.691841,28.91616,31.14048,33.3648,35.58912,37.81344,40.037760000000006,42.262080000000005,44.4864
122.5,1,16.7338,18.3583,19.5223,20.4904,22.3322,26.798685,29.03186,31.265079999999998,33.4983,35.73152,37.96474,40.19796,42.43118,44.6644
123.5,1,16.7784,18.4155,19.5886,20.5645,22.4212,26.905415,29.14756,31.389679999999995,33.6318,35.87392,38.11604,40.35816,42.60028,44.8424
124.5,1,16.8235,18.4731,19.6553,20.6388,22.51,27.012,29.263,31.514,33.765,36.016000000000005,38.267,40.518,42.769,45.02
125.5,1,16.8691,18.531,19.7222,20.7132,22.5987,27.118413,29.378310000000003,31.63818,33.89805,36.157920000000004,38.417790000000004,40.67766,42.93753,45.1974
126.5,1,16.9151,18.5893,19.7894,20.7878,22.6872,27.224627,29.493360000000003,31.762079999999997,34.0308,36.29952,38.56824,40.836960000000005,43.10568,45.3744
127.5,1,16.9616,18.6479,19.8568,20.8624,22.7755,27.330616,29.608150000000002,31.8857,34.163250000000005,36.4408,38.71835,40.995900000000006,43.27345,45.551
128.5,1,17.0086,18.7069,19.9244,20.9372,22.8636,27.436353,29.722680000000004,32.00904,34.2954,36.58176,38.868120000000005,41.15448000000001,43.44084,45.7272
129.5,1,17.056,18.7662,19.9922,21.012,22.9515,27.541814,29.83695,32.132099999999994,34.42725,36.7224,39.01755,41.3127,43.60785,45.903
130.5,1,17.1039,18.8258,20.0602,21.0869,23.0391,27.646975,29.950830000000003,32.25474,34.55865,36.86256,39.166470000000004,41.470380000000006,43.77429,46.0782
131.5,1,17.1522,18.8857,20.1284,21.1618,23.1265,27.751811,30.06445,32.3771,34.689750000000004,37.0024,39.31505,41.627700000000004,43.940349999999995,46.253
132.5,1,17.2009,18.9459,20.1967,21.2368,23.2136,27.8563,30.17768,32.49904,34.8204,37.14176,39.463119999999996,41.78448,44.10584,46.4272
133.5,1,17.25,19.0063,20.2651,21.3118,23.3004,27.960421,30.29052,32.62056,34.9506,37.28064,39.61068,41.94072,44.270759999999996,46.6008
134.5,1,17.2995,19.0671,20.3337,21.3867,23.3868,28.06415,30.40284,32.74152,35.080200000000005,37.41888,39.75756,42.09624,44.43492,46.7736
135.5,1,17.3494,19.128,20.4024,21.4616,23.4729,28.167469,30.51477,32.86206,35.20935,37.55664,39.903929999999995,42.251219999999996,44.59851,46.9458
136.5,1,17.3997,19.1892,20.4712,21.5366,23.5586,28.270358,30.626179999999998,32.98204,35.3379,37.69376,40.04962,42.40548,44.76134,47.1172
137.5,1,17.4504,19.2507,20.5401,21.6114,23.644,28.372796,30.737199999999998,33.1016,35.465999999999994,37.8304,40.194799999999994,42.5592,44.92359999999999,47.288
138.5,1,17.5014,19.3123,20.6091,21.6862,23.729,28.474766,30.8477,33.2206,35.5935,37.9664,40.339299999999994,42.7122,45.0851,47.458
139.5,1,17.5528,19.3742,20.6781,21.7609,23.8135,28.57625,30.95755,33.3389,35.72025,38.101600000000005,40.48295,42.8643,45.24565,47.627
140.5,1,17.6045,19.4362,20.7472,21.8355,23.8977,28.677232,31.06701,33.45678,35.84655,38.23632,40.62609,43.01586,45.40563,47.7954
141.5,1,17.6565,19.4985,20.8163,21.9101,23.9814,28.777694,31.17582,33.57396,35.9721,38.37024,40.76838,43.166520000000006,45.564659999999996,47.9628
142.5,1,17.7089,19.5609,20.8855,21.9845,24.0647,28.877623,31.28411,33.69058,36.097049999999996,38.50352,40.90998999999999,43.31646,45.72293,48.1294
143.5,1,17.7616,19.6234,20.9547,22.0588,24.1475,28.977003,31.391750000000002,33.8065,36.22125,38.636,41.05075,43.465500000000006,45.88025,48.295
144.5,1,17.8146,19.6861,21.0239,22.1329,24.2298,29.07582,31.49874,33.92172,36.3447,38.767680000000006,41.19066,43.613640000000004,46.03662,48.4596
145.5,1,17.8679,19.749,21.093,22.2069,24.3117,29.174061,31.60521,34.036379999999994,36.467549999999996,38.89872,41.32989,43.76106,46.192229999999995,48.6234
146.5,1,17.9216,19.812,21.1622,22.2807,24.3931,29.271715,31.71103,34.15034,36.58965,39.028960000000005,41.46827,43.90758,46.34689,48.7862
147.5,1,17.9754,19.8751,21.2313,22.3544,24.474,29.368769,31.816200000000002,34.2636,36.711,39.1584,41.6058,44.053200000000004,46.5006,48.948
148.5,1,18.0296,19.9384,21.3004,22.4279,24.5543,29.465212,31.920590000000004,34.37602,36.831450000000004,39.286880000000004,41.74231,44.19774,46.65317,49.1086
149.5,1,18.084,20.0017,21.3695,22.5012,24.6342,29.561035,32.02446,34.48788,36.9513,39.41472,41.87814,44.34156,46.80498,49.2684
150.5,1,18.1387,20.0651,21.4385,22.5743,24.7135,29.656228,32.12755,34.5989,37.07025,39.5416,42.01295,44.4843,46.95565,49.427
151.5,1,18.1937,20.1287,21.5075,22.6472,24.7923,29.750783,32.22999,34.70922,37.18845,39.667680000000004,42.14691,44.62614,47.10537,49.5846
152.5,1,18.2488,20.1923,21.5764,22.7199,24.8706,29.844691,32.33178,34.818839999999994,37.3059,39.79296,42.28002,44.76708,47.25414,49.7412
153.5,1,18.3043,20.2559,21.6452,22.7924,24.9483,29.937946,32.432790000000004,34.92762,37.42245,39.917280000000005,42.41211,44.90694,47.40177,49.8966
154.5,1,18.3599,20.3197,21.7139,22.8646,25.0255,30.030542,32.53315,35.0357,37.538250000000005,40.040800000000004,42.543350000000004,45.0459,47.54845,50.051
155.5,1,18.4157,20.3835,21.7825,22.9367,25.1021,30.122473,32.63273,35.142939999999996,37.65315,40.163360000000004,42.67357,45.18378,47.69399,50.2042
156.5,1,18.4718,20.4473,21.851,23.0084,25.1781,30.213734,32.73153,35.24934,37.76715,40.284960000000005,42.80277,45.32058,47.83839,50.3562
157.5,1,18.5281,20.5112,21.9195,23.0799,25.2536,30.304321,32.829679999999996,35.355039999999995,37.880399999999995,40.40576,42.93112,45.45648,47.98184,50.5072
158.5,1,18.5845,20.5751,21.9878,23.1512,25.3285,30.394232,32.92705,35.4599,37.99275,40.5256,43.05844999999999,45.5913,48.12414999999999,50.657
159.5,1,18.6411,20.639,22.056,23.2222,25.4029,30.483463,33.02377,35.56406,38.10435,40.64464,43.184929999999994,45.72522,48.26551,50.8058
160.5,1,18.6979,20.703,22.124,23.293,25.4767,30.572013,33.119710000000005,35.66738,38.215050000000005,40.76272,43.31039,45.85806,48.40573,50.9534
161.5,1,18.7549,20.7669,22.1919,23.3634,25.5499,30.659881,33.214870000000005,35.76986,38.32485,40.87984,43.43483,45.98982,48.54481,51.0998
162.5,1,18.812,20.8309,22.2597,23.4336,25.6226,30.747067,33.30938,35.87163999999999,38.433899999999994,40.99616,43.55842,46.12068,48.682939999999995,51.2452
163.5,1,18.8693,20.8949,22.3274,23.5035,25.6946,30.833571,33.40298,35.97244,38.5419,41.111360000000005,43.680820000000004,46.250280000000004,48.81974,51.3892
164.5,1,18.9267,20.9588,22.3949,23.5732,25.7662,30.919395,33.49606,36.07268,38.649300000000004,41.22592,43.80254,46.379160000000006,48.95578,51.5324
165.5,1,18.9842,21.0227,22.4622,23.6425,25.8371,31.004542,33.58823,36.17194,38.75565,41.33936,43.923069999999996,46.50678,49.090489999999996,51.6742
166.5,1,19.0419,21.0866,22.5294,23.7116,25.9075,31.089013,33.67975,36.2705,38.86125,41.452,44.04275,46.6335,49.22425,51.815
167.5,1,19.0997,21.1505,22.5964,23.7804,25.9773,31.172813,33.77049,36.368219999999994,38.96595,41.563680000000005,44.16141,46.75914,49.356869999999994,51.9546
168.5,1,19.1576,21.2143,22.6633,23.8489,26.0466,31.255947,33.860580000000006,36.46524,39.069900000000004,41.67456000000001,44.27922,46.883880000000005,49.48854,52.0932
169.5,1,19.2156,21.2781,22.7299,23.9171,26.1153,31.338419,33.94989,36.56142,39.17295,41.78448,44.396010000000004,47.007540000000006,49.61907,52.2306
170.5,1,19.2737,21.3419,22.7964,23.985,26.1835,31.420235,34.03855,36.65689999999999,39.27525,41.8936,44.51195,47.1303,49.74865,52.367
171.5,1,19.3318,21.4055,22.8628,24.0526,26.2512,31.501404,34.126560000000005,36.75168,39.3768,42.001920000000005,44.62704,47.25216,49.87728,52.5024
172.5,1,19.3901,21.4692,22.9289,24.1199,26.3183,31.581931,34.21379,36.84562,39.477450000000005,42.109280000000005,44.74111,47.37294,50.00477,52.6366
173.5,1,19.4484,21.5327,22.9948,24.1869,26.3849,31.661826,34.30037,36.93886,39.577349999999996,42.21584,44.85433,47.492819999999995,50.13130999999999,52.7698
174.5,1,19.5067,21.5962,23.0606,24.2536,26.4509,31.741097,34.38617,37.031259999999996,39.67635,42.32144,44.96653,47.61162,50.25671,52.9018
175.5,1,19.5651,21.6596,23.1262,24.32,26.5165,31.819756,34.471450000000004,37.1231,39.77475,42.4264,45.07805,47.7297,50.38135,53.033
176.5,1,19.6236,21.7229,23.1916,24.3862,26.5815,31.897812,34.555949999999996,37.214099999999995,39.872249999999994,42.5304,45.18855,47.8467,50.50485,53.163
177.5,1,19.6821,21.7862,23.2568,24.452,26.6461,31.975277,34.63993,37.304539999999996,39.96915,42.63376,45.29837,47.96298,50.62759,53.2922
178.5,1,19.7406,21.8493,23.3218,24.5175,26.7101,32.052164,34.723130000000005,37.39414,40.06515,42.736160000000005,45.40717,48.07818,50.74919,53.4202
179.5,1,19.7991,21.9124,23.3866,24.5828,26.7737,32.128486,34.80581,37.48318,40.16055,42.837920000000004,45.51529,48.192660000000004,50.87003,53.5474
180.5,1,19.8577,21.9753,23.4512,24.6478,26.8369,32.204256,34.88797,37.571659999999994,40.25535,42.939040000000006,45.62273,48.30642,50.990109999999994,53.6738
181.5,1,19.9162,22.0382,23.5156,24.7125,26.8996,32.27949,34.96948,37.65944,40.3494,43.03936,45.72932,48.41928,51.10924,53.7992
182.5,1,19.9747,22.1009,23.5798,24.7769,26.9618,32.354204,35.05034,37.74652,40.4427,43.13888,45.83506,48.531240000000004,51.227419999999995,53.9236
183.5,1,20.0332,22.1635,23.6438,24.841,27.0237,32.428413,35.130810000000004,37.83318,40.53555,43.23792,45.940290000000005,48.64266000000001,51.34503,54.0474
184.5,1,20.0917,22.226,23.7076,24.9049,27.0851,32.502135,35.21063,37.91914,40.62765,43.33616000000001,46.044669999999996,48.75318,51.46169,54.1702
185.5,1,20.1502,22.2884,23.7712,24.9685,27.1462,32.575388,35.290060000000004,38.00468,40.719300000000004,43.43392,46.14854,48.86316,51.57778,54.2924
186.5,1,20.2086,22.3506,23.8346,25.0318,27.2068,32.64819,35.368840000000006,38.08952,40.8102,43.53088,46.25156,48.972240000000006,51.69292,54.4136
187.5,1,20.2669,22.4127,23.8978,25.0949,27.2671,32.720563,35.44723,38.173939999999995,40.90065,43.62736,46.35407,49.08078,51.807489999999994,54.5342
188.5,1,20.3252,22.4747,23.9608,25.1577,27.3271,32.792525,35.52523,38.25794,40.99065,43.72336000000001,46.456070000000004,49.18878,51.92149,54.6542
189.5,1,20.3835,22.5365,24.0236,25.2203,27.3867,32.864099,35.60271,38.34138,41.08005,43.818720000000006,46.55739,49.296060000000004,52.03473,54.7734
190.5,1,20.4416,22.5982,24.0862,25.2827,27.4461,32.935306,35.679930000000006,38.42454,41.16915,43.91376,46.65837,49.40298000000001,52.14759,54.8922
191.5,1,20.4997,22.6598,24.1486,25.3448,27.5051,33.00617,35.75663,38.50713999999999,41.25765,44.008160000000004,46.758669999999995,49.50918,52.25968999999999,55.0102
192.5,1,20.5576,22.7211,24.2109,25.4067,27.5639,33.076714,35.83307,38.589459999999995,41.34585,44.10224,46.85863,49.61502,52.37141,55.1278
193.5,1,20.6155,22.7824,24.2729,25.4684,27.6225,33.146962,35.90925,38.671499999999995,41.433749999999996,44.196,46.95825,49.7205,52.482749999999996,55.245
194.5,1,20.6733,22.8435,24.3348,25.5298,27.6808,33.216942,35.985040000000005,38.75312,41.5212,44.289280000000005,47.05736,49.82544,52.59352,55.3616
195.5,1,20.7309,22.9044,24.3964,25.5911,27.7389,33.286678,36.060570000000006,38.83446,41.60835,44.38224,47.15613,49.930020000000006,52.70391,55.4778
196.5,1,20.7884,22.9651,24.4579,25.6522,27.7968,33.356198,36.13584,38.91552,41.6952,44.474880000000006,47.25456,50.034240000000004,52.81392,55.5936
197.5,1,20.8457,23.0257,24.5192,25.7131,27.8546,33.42553,36.210980000000006,38.99644,41.7819,44.56736000000001,47.35282,50.13828,52.92374,55.7092
198.5,1,20.9029,23.0861,24.5803,25.7738,27.9123,33.494703,36.28599,39.07722,41.868449999999996,44.65968,47.45090999999999,50.24214,53.03337,55.8246
199.5,1,20.96,23.1464,24.6413,25.8344,27.9698,33.563745,36.36074,39.15772,41.9547,44.75168,47.54866,50.34564,53.142619999999994,55.9396
200.5,1,21.0169,23.2064,24.7021,25.8948,28.0272,33.632689,36.43536,39.23808,42.040800000000004,44.843520000000005,47.64624,50.44896,53.25168,56.0544
201.5,1,21.0736,23.2663,24.7627,25.955,28.0846,33.701564,36.50998,39.318439999999995,42.1269,44.93536,47.74381999999999,50.552279999999996,53.36073999999999,56.1692
202.5,1,21.1301,23.326,24.8232,26.0152,28.142,33.770404,36.5846,39.398799999999994,42.213,45.0272,47.8414,50.6556,53.4698,56.284
203.5,1,21.1864,23.3856,24.8835,26.0752,28.1994,33.839241,36.659220000000005,39.47916,42.2991,45.119040000000005,47.93898,50.75892,53.57886,56.3988
204.5,1,21.2425,23.4449,24.9436,26.1351,28.2568,33.908109,36.73384,39.55951999999999,42.3852,45.21088,48.036559999999994,50.86224,53.68791999999999,56.5136
205.5,1,21.2984,23.504,25.0036,26.195,28.3142,33.977042,36.808460000000004,39.63988,42.4713,45.30272,48.134139999999995,50.96556,53.79698,56.6284
206.5,1,21.354,23.563,25.0635,26.2547,28.3717,34.046076,36.883210000000005,39.72038,42.55755,45.39472000000001,48.23189,51.06906,53.90623,56.7434
207.5,1,21.4094,23.6218,25.1232,26.3144,28.4294,34.115247,36.958220000000004,39.801159999999996,42.6441,45.48704000000001,48.32998,51.172920000000005,54.015859999999996,56.8588
208.5,1,21.4646,23.6803,25.1829,26.3741,28.4872,34.184593,37.03336,39.88208,42.7308,45.57952,48.42824,51.27696,54.12568,56.9744
209.5,1,21.5195,23.7387,25.2423,26.4337,28.5451,34.254151,37.108630000000005,39.96314,42.81765,45.672160000000005,48.52667,51.38118,54.23569,57.0902
210.5,1,21.5742,23.7969,25.3017,26.4933,28.6033,34.323959,37.184290000000004,40.04462,42.90495,45.765280000000004,48.62561,51.48594,54.34627,57.2066
211.5,1,21.6285,23.8548,25.361,26.5528,28.6617,34.394058,37.26021,40.12638,42.99255,45.858720000000005,48.724889999999995,51.59106,54.457229999999996,57.3234
212.5,1,21.6826,23.9126,25.4202,26.6124,28.7204,34.464487,37.33652,40.20856,43.080600000000004,45.95264,48.82468,51.696720000000006,54.56876,57.4408
213.5,1,21.7364,23.9702,25.4792,26.672,28.7794,34.535288,37.41322,40.29116,43.1691,46.04704,48.92498,51.80292,54.680859999999996,57.5588
214.5,1,21.7899,24.0275,25.5382,26.7317,28.8388,34.606502,37.49044,40.37432,43.2582,46.14208,49.02596,51.90984,54.79371999999999,57.6776
215.5,1,21.843,24.0847,25.5972,26.7914,28.8985,34.678171,37.56805,40.457899999999995,43.34775,46.2376,49.127449999999996,52.0173,54.907149999999994,57.797
216.5,1,21.8959,24.1417,25.656,26.8512,28.9586,34.750341,37.64618,40.54204,43.4379,46.333760000000005,49.22962,52.12548,55.021339999999995,57.9172
217.5,1,21.9484,24.1984,25.7148,26.9111,29.0192,34.823053,37.72496,40.62688,43.528800000000004,46.43072000000001,49.33264,52.23456,55.13648,58.0384
218.5,1,22.0005,24.255,25.7735,26.9711,29.0803,34.896354,37.804390000000005,40.71242,43.620450000000005,46.52848,49.43651,52.34454,55.25257,58.1606
219.5,1,22.0523,24.3113,25.8323,27.0312,29.1419,34.970289,37.88447,40.79866,43.71285,46.62704,49.54123,52.455420000000004,55.369609999999994,58.2838
220.5,1,22.1037,24.3674,25.8909,27.0915,29.2041,35.044903,37.96533,40.88574,43.80615,46.726560000000006,49.646969999999996,52.56738,55.48779,58.4082
221.5,1,22.1548,24.4233,25.9496,27.1519,29.2669,35.120245,38.04697,40.973659999999995,43.90035,46.827040000000004,49.75373,52.68042,55.60711,58.5338
222.5,1,22.2054,24.4791,26.0082,27.2126,29.3303,35.196362,38.12939,41.062419999999996,43.995450000000005,46.92848000000001,49.86151,52.794540000000005,55.72757,58.6606
223.5,1,22.2557,24.5346,26.0669,27.2734,29.3944,35.273301,38.212720000000004,41.15216,44.0916,47.031040000000004,49.97048,52.90992,55.84936,58.7888
224.5,1,22.3055,24.5899,26.1255,27.3345,29.4593,35.351113,38.29709,41.243019999999994,44.18895,47.13488,50.08081,53.02674,55.972669999999994,58.9186
225.5,1,22.355,24.645,26.1842,27.3959,29.5249,35.429848,38.38237,41.33486,44.287349999999996,47.23984,50.19233,53.144819999999996,56.09730999999999,59.0498
226.5,1,22.404,24.6999,26.2429,27.4575,29.5913,35.509554,38.46869,41.42782,44.38695,47.34608,50.30521,53.264340000000004,56.22347,59.1826
227.5,1,22.4526,24.7547,26.3017,27.5194,29.6586,35.590285,38.55618,41.52204,44.487899999999996,47.45376,50.41962,53.38548,56.35134,59.3172
228.5,1,22.5007,24.8092,26.3605,27.5816,29.7267,35.67209,38.64471,41.61738,44.590050000000005,47.562720000000006,50.53539,53.50806,56.48073,59.4534
229.5,1,22.5484,24.8635,26.4194,27.6441,29.7959,35.755024,38.73467,41.714259999999996,44.69385,47.67344,50.65303,53.63262,56.61221,59.5918
230.5,1,22.5957,24.9177,26.4784,27.7071,29.8659,35.839137,38.82567,41.812259999999995,44.79885,47.78544,50.77203,53.75862,56.74521,59.7318
231.5,1,22.6424,24.9716,26.5375,27.7704,29.9371,35.924485,38.91823,41.91194,44.90565,47.89936,50.89307,53.88678,56.88049,59.8742
232.5,1,22.6887,25.0254,26.5967,27.8341,30.0093,36.011121,39.01209,42.01302,45.01395,48.014880000000005,51.015809999999995,54.01674,57.017669999999995,60.0186
233.5,1,22.7346,25.079,26.6561,27.8983,30.0826,36.0991,39.10738,42.11564,45.1239,48.13216,51.14042,54.14868,57.15694,60.1652
234.5,1,22.7799,25.1325,26.7156,27.9629,30.1571,36.188478,39.20423,42.219939999999994,45.23565,48.251360000000005,51.26707,54.28278,57.298489999999994,60.3142
235.5,1,22.8247,25.1857,26.7752,28.028,30.2328,36.279309,39.302640000000004,42.325919999999996,45.3492,48.37248,51.39576,54.41904,57.44232,60.4656
236.5,1,22.8691,25.2388,26.8351,28.0936,30.3097,36.371651,39.40261,42.43358,45.46455,48.49552,51.526489999999995,54.55746,57.588429999999995,60.6194
237.5,1,22.9129,25.2918,26.8951,28.1598,30.388,36.46556,39.504400000000004,42.5432,45.582,48.6208,51.659600000000005,54.69840000000001,57.7372,60.776
238.5,1,22.9563,25.3446,26.9553,28.2265,30.4676,36.561095,39.60788,42.65464,45.7014,48.748160000000006,51.79492,54.841680000000004,57.888439999999996,60.9352
239.5,1,22.9991,25.3972,27.0158,28.2938,30.5486,36.658313,39.71318,42.76804,45.822900000000004,48.87776,51.93262,54.987480000000005,58.042339999999996,61.0972
240.0,1,23.0203,25.4235,27.0461,28.3277,30.5896,36.707571,39.76648,42.82544,45.8844,48.943360000000006,52.00232,55.061280000000004,58.120239999999995,61.1792
240.5,1,23.0414,25.4498,27.0764,28.3617,30.6311,36.757273,39.82043,42.883539999999996,45.94665,49.00976,52.07287,55.13598,58.19909,61.2622
24.0,2,16.4234,17.4275,18.0182,18.4414,19.1062,22.927482,24.838060000000002,26.74868,28.6593,30.569920000000003,32.48054,34.391160000000006,36.30178,38.2124
24.5,2,16.388,17.3858,17.9737,18.3953,19.0582,22.869886,24.77566,26.681479999999997,28.5873,30.49312,32.398939999999996,34.30476,36.21058,38.1164
25.5,2,16.319,17.3048,17.8875,18.3061,18.9659,22.75914,24.655670000000004,26.55226,28.44885,30.345440000000004,32.24203,34.13862,36.03521,37.9318
26.5,2,16.2521,17.2269,17.8049,18.221,18.8785,22.654241,24.54205,26.429899999999996,28.317749999999997,30.2056,32.09345,33.9813,35.86915,37.757
27.5,2,16.1873,17.152,17.7259,18.14,18.7959,22.555092,24.43467,26.314259999999997,28.193849999999998,30.07344,31.95303,33.83262,35.71221,37.5918
28.5,2,16.1248,17.0801,17.6504,18.0629,18.718,22.461598,24.3334,26.205199999999998,28.076999999999998,29.948800000000002,31.8206,33.6924,35.5642,37.436
29.5,2,16.0643,17.0111,17.5783,17.9896,18.6447,22.373662,24.238110000000002,26.10258,27.96705,29.83152,31.69599,33.56046,35.424929999999996,37.2894
30.5,2,16.0059,16.945,17.5096,17.9202,18.576,22.291188,24.1488,26.0064,27.864,29.721600000000002,31.5792,33.436800000000005,35.294399999999996,37.152
31.5,2,15.9497,16.8817,17.4443,17.8545,18.5117,22.214081,24.065210000000004,25.91638,27.76755,29.618720000000003,31.46989,33.32106,35.17223,37.0234
32.5,2,15.8955,16.8212,17.3824,17.7925,18.4519,22.142244,23.98747,25.832659999999997,27.67785,29.523039999999998,31.368229999999997,33.21342,35.058609999999994,36.9038
33.5,2,15.8434,16.7636,17.3236,17.7342,18.3963,22.075582,23.915190000000003,25.75482,27.594450000000002,29.43408,31.273709999999998,33.11334,34.95297,36.7926
34.5,2,15.7933,16.7086,17.268,17.6794,18.345,22.014001,23.848499999999998,25.682999999999996,27.5175,29.352,31.1865,33.021,34.8555,36.69
35.5,2,15.7453,16.6564,17.2156,17.6281,18.2978,21.957407,23.78714,25.616919999999997,27.4467,29.27648,31.106259999999995,32.93604,34.76582,36.5956
36.5,2,15.6992,16.6069,17.1663,17.5802,18.2548,21.905705,23.73124,25.55672,27.382199999999997,29.20768,31.03316,32.85864,34.68412,36.5096
37.5,2,15.6552,16.56,17.1201,17.5357,18.2157,21.858803,23.68041,25.501979999999996,27.323549999999997,29.14512,30.966689999999996,32.78826,34.609829999999995,36.4314
38.5,2,15.6132,16.5157,17.0769,17.4946,18.1805,21.816609,23.63465,25.452699999999997,27.27075,29.0888,30.906849999999995,32.7249,34.54295,36.361
39.5,2,15.5732,16.474,17.0366,17.4567,18.1492,21.779032,23.593960000000003,25.40888,27.2238,29.03872,30.85364,32.66856,34.48348,36.2984
40.5,2,15.5351,16.4349,16.9992,17.422,18.1217,21.745982,23.558210000000003,25.37038,27.18255,28.99472,30.80689,32.619060000000005,34.43123,36.2434
41.5,2,15.4989,16.3982,16.9648,17.3905,18.0978,21.717371,23.52714,25.33692,27.1467,28.95648,30.76626,32.57604,34.385819999999995,36.1956
42.5,2,15.4647,16.3641,16.9331,17.3621,18.0776,21.693112,23.500880000000002,25.30864,27.1164,28.92416,30.73192,32.539680000000004,34.34744,36.1552
43.5,2,15.4324,16.3324,16.9043,17.3368,18.0609,21.673118,23.47917,25.285259999999997,27.09135,28.897440000000003,30.70353,32.50962,34.315709999999996,36.1218
44.5,2,15.4019,16.3032,16.8782,17.3144,18.0478,21.657305,23.462139999999998,25.266919999999995,27.0717,28.87648,30.681259999999998,32.486039999999996,34.29082,36.0956
45.5,2,15.3734,16.2764,16.8548,17.295,18.038,21.64559,23.4494,25.2532,27.057000000000002,28.8608,30.6646,32.4684,34.2722,36.076
46.5,2,15.3466,16.2519,16.8341,17.2786,18.0316,21.63789,23.441080000000003,25.24424,27.047400000000003,28.85056,30.65372,32.456880000000005,34.260040000000004,36.0632
47.5,2,15.3217,16.2297,16.8161,17.265,18.0284,21.634126,23.436920000000004,25.23976,27.0426,28.845440000000004,30.64828,32.45112,34.25396,36.0568
48.5,2,15.2985,16.2099,16.8006,17.2542,18.0285,21.634218,23.437050000000003,25.2399,27.04275,28.845600000000005,30.64845,32.4513,34.25415,36.057
