age_months,sex,BMI_20,BMI_23,BMI_25,BMI_30,BMI_35,BMI_40,BMI_45,BMI_50,BMI_55,BMI_60,BMI_65,BMI_70
180.0,1,18.408133385065522,21.312768457278153,23.280170880006757,28.32009467880909,33.5567770670031,39.02157130999477,44.749395817078735,50.7798947382518,57.158796901095236,63.93959338439991,71.18568061200774,78.97316857009072
186.0,1,18.70216398593875,21.62204208619986,23.59261409273247,28.61208642498175,33.7803890641305,39.118310083848236,44.64817824590418,50.394396328503134,56.38400417788837,62.64731345609984,69.21865384869288,76.13727546618735
192.0,1,18.9858123758704,21.918449131932437,23.89051654155581,28.885770607534887,33.98369467176754,39.19657835549969,44.5371402400886,50.01874501075138,55.65560529702115,61.462984031802904,67.45740844709549,73.6569049877331
198.0,1,19.25761240850283,22.202840294988615,24.177023427034754,29.15299413304121,34.191989282829496,39.30037310459386,44.48451434600876,49.75086694354201,55.10603696808532,60.556841863447175,66.11036570726795,71.77401301525636
204.0,1,19.516974117720288,22.477452573961127,24.457020985737092,29.428119921242942,34.4333377886113,39.475629712684004,44.557877518086094,49.68291904625998,54.853571346600546,60.0726496868586,65.3429836638665,70.6674312821577
210.0,1,19.764735796710834,22.743627084203915,24.73194013427754,29.71156883369635,34.70465667518727,39.71219309053412,44.7351289083196,49.77438279875269,54.83084687111724,59.90539141632845,64.99886891388506,70.11211743574792
216.0,1,20.0,22.999999999999996,25.0,30.0,35.0,40.0,45.0,49.99999999999999,54.99999999999999,60.00000000000001,64.99999999999997,69.99999999999999
24.0,2,15.796240151967183,17.25118510374302,18.08775203761022,19.808316762343807,21.12553163117327,22.15428206840613,22.972860695177175,23.635255075632625,24.179356154314185,24.632270097023145,25.013754626315635,25.338467898086954
30.0,2,15.580844192084701,17.013704800095887,17.844015104398924,19.567614888340852,20.902515429770034,21.95487505500559,22.798622180588993,23.485644468016233,24.05289065041162,24.52711136241986,24.928001116235702,25.27029486787893
36.0,2,15.39580333103401,16.815753508864933,17.64488442560354,19.38196515949205,20.7430570605211,21.826354641416703,22.701744874104058,23.419172933557064,24.014741322626822,24.514916983706154,24.9393917085728,25.303030580971985
42.0,2,15.233044616088169,16.64986256751701,17.48368935286632,19.24746857421721,20.64653257633474,21.771463340516977,22.688233219061285,23.4449129893923,24.076820139861464,24.610203298559682,25.064819990943974,25.45573360906569
48.0,2,15.085519750596248,16.509549085837197,17.35481499404501,19.161818273008368,20.614882573512503,21.796772383393822,22.76934676796271,23.578685300363183,24.259282647526764,24.837187562520857,25.332275904815212,25.759879755369372
54.0,2,14.956348214683368,16.401500703382915,17.267631531613283,19.14181429421389,20.67291949489034,21.935270397733923,22.986130983659727,23.86929326017411,24.618287399420595,25.25892943837209,25.81124973890838,26.29092504598888
60.0,2,14.846748712000316,16.330201827474596,17.229236832552782,19.202376792176945,20.844788573782576,22.22120243952841,23.383354503221184,24.372104072678912,25.219625451986673,25.951302377141772,26.587252999676384,27.143518355171526
66.0,2,14.761147807686262,16.302559670066177,17.248676623085228,19.359645088257516,21.15605821930283,22.691480871894854,24.010664299861446,25.150381316775306,26.140624002539752,27.005800417706347,27.76579329361693,28.4368455614765
72.0,2,14.70849825084028,16.324136502861847,17.329682123623062,19.61490129467756,21.609156010028375,23.353384743241037,24.883559706165087,26.23065733615437,27.421043482838225,28.477018576547874,29.417390532504182,30.25801232504699
78.0,2,14.702246514247395,16.402721200061606,17.476143697695317,19.962947238998392,22.192248275136475,24.19215176294439,25.988613286003392,27.60513077292509,29.06268665614351,30.379843563059836,31.572923197042073,32.65622221216417
84.0,2,14.754836841293947,16.54475072576183,17.68978381981465,20.392207609890324,22.880107822079864,25.170635034492186,27.280112313695412,29.22393882712512,31.016501712748195,32.671127451556735,34.20007340538832,35.614551275002036
90.0,2,14.862732134251887,16.74464792005711,17.96322252568839,20.889420983771334,23.652497591245776,26.26208668251213,28.726998317961854,31.055516581291737,33.25552264569422,35.334541136913195,37.299753748663484,39.15800047257519
96.0,2,15.007618876074618,16.98550435714149,18.28076730496563,21.442712729808118,24.50270343116474,27.46727480294628,30.3414064101732,33.129127321631586,35.83385748517246,38.45861084627128,41.006121008788924,43.478921216470226
102.0,2,15.172241534947386,17.251031990821062,18.62672349208662,22.03745859357376,25.416755772238584,28.77351948804596,32.11456823034503,35.44535225356264,38.77037829524864,42.09347730427131,45.41798183146968,48.746848426006004
108.0,2,15.346756604733878,17.53094040408317,18.990704771775675,22.663686542129934,26.386339183996665,30.176575421517466,34.05107160454947,38.026168842485276,42.11850290305421,46.34550802283187,50.72587174696057,55.27998873142059
114.0,2,15.539646428524748,17.831171477180888,19.375778132555702,23.312311137731047,27.381895173525944,31.61706721347231,36.05234690878553,40.72597808552844,45.68169599226011,50.97077520923563,56.654605027059226,62.80810075468925
120.0,2,15.758727612221776,18.155666757956382,19.781965720097038,23.967427112945906,28.359901900204992,33.00788082051393,37.96675671572916,43.302250470797595,49.09468196125825,55.44477146455852,62.48195856682351,70.37684396214419
126.0,2,16.01158626807116,18.50907902444864,20.210714593976608,24.616380785437546,29.28108038250247,34.26415332961601,39.63585969823547,45.48228021847638,51.91192821286004,59.06528092892204,67.12918943648052,76.3596269609663
132.0,2,16.296611612138562,18.88843564745257,20.658298418647536,25.253837161906993,30.137987189708124,35.37387439802993,41.037206225298966,47.22157335312441,54.045766024075085,61.664451563200075,70.2844510008624,80.19061450065803
138.0,2,16.609178031710766,19.28791342347725,21.118469865176074,25.874139479945566,30.928519063925805,36.3422827045455,42.1881127114533,48.55536104248697,55.5564423420144,63.33602916132247,72.08479395701892,82.06072765724366
144.0,2,16.944714257494546,19.701652959549193,21.58510838075388,26.47342732640894,31.656930695768875,37.190340548468825,43.138683444058294,49.5808993957216,56.6147044888551,64.36340413477477,72.98575260348855,82.69067646631264
150.0,2,17.294756660204293,20.11963640041007,22.048002706088976,27.045046045182225,32.328082734572895,37.9457941721255,43.95550088580999,50.42589619518572,57.44066824167698,65.10345114580599,73.54477743021667,82.93210142198647
156.0,2,17.64669809857024,20.52759068559949,22.49146819469332,27.568454967474494,32.91418015970944,38.57047482304958,44.5860079675311,51.018223776337344,57.93586011725695,65.42229942725545,73.58012446113695,82.53744704847541
162.0,2,17.98999749276859,20.913127132231697,22.901709771718824,28.025662941429655,33.391976286862516,39.03475386928023,44.993059210323295,51.31215049625627,58.04505198975258,65.25458130015127,73.01600716644417,81.42059291095026
168.0,2,18.316746952577848,21.26856887503535,23.27218427412532,28.417292323578213,33.77714912324007,39.379708122002015,45.256447511616216,51.44317773086504,57.98104082664303,64.91776043881356,72.30922691946408,80.22153641915402
174.0,2,18.622424319189367,21.591286230119053,23.601340766428144,28.743405092127983,34.069034019725414,39.60049654574488,45.36234890045897,51.38194569458422,57.690044067076045,64.32152896777681,71.31629770057826,78.72035435680472
180.0,2,18.90163155395649,21.87776526880438,23.887523973631733,29.00939970456018,34.284074021944896,39.72935721063601,45.364398401440816,51.21003726744416,57.28918460844613,63.62725118666698,70.25264498477625,77.19736000203999
186.0,2,19.151652354175972,22.128104376998035,24.132835038547036,29.222617317482477,34.434837721457725,39.7836164928593,45.283674592195865,50.9506025801378,56.801113856372716,62.8533025456278,69.12692056300314,75.64368636734147
192.0,2,19.372492206528015,22.346249021257762,24.344086383141516,29.397729137816828,34.54462468548481,39.7957185644844,45.162017270238245,50.65481470912561,56.285874123519434,62.06758973061392,68.01314195384984,74.13665536782528
198.0,2,19.56400635493443,22.536626620933735,24.529092814654955,29.5520906762539,34.64171424247362,39.80610044200724,45.05311926822044,50.390570537238425,55.82632310224835,61.36842302661644,67.02518469017825,72.8052729250275
204.0,2,19.72728396943416,22.704019139718586,24.695459985569684,29.701608025931748,34.75206504504837,39.85251196779464,45.00824411237597,50.224333199291124,55.505733921526755,60.85735963967966,66.2841398296761,71.79106632139214
210.0,2,19.8702577412017,22.856109072254153,24.849881755089136,29.847167297295368,34.86526232135525,39.90687877373684,44.974446883413215,50.07020518084207,55.196257561021966,60.35461182966652,65.54720710204245,70.7759341205886
216.0,2,20.0,23.0,25.0,30.0,35.0,40.0,45.0,50.000000000000014,55.0,60.000000000000014,65.0,70.0
