,sex,age_months,SD0,SD0.5,SD1,SD1.5,SD2,SD2.5,SD3,SD3.5,SD4,SD4.5,SD5
233,2,37.5,15.6552,16.31,17.061,17.9346,19.6969,21.2638,22.6004,23.8269,24.9902,26.1133,27.209
234,2,38.5,15.6132,16.2659,17.0175,17.8966,19.6844,21.2753,22.6324,23.8776,25.0587,26.199,27.3115
235,2,39.5,15.5732,16.2242,16.977,17.8621,19.6758,21.2907,22.6682,23.9322,25.1311,26.2885,27.4178
236,2,40.5,15.5351,16.1849,16.9394,17.8312,19.6709,21.3097,22.7077,23.9905,25.2071,26.3818,27.5278
237,2,41.5,15.4989,16.1479,16.9046,17.8037,19.6697,21.3325,22.7509,24.0524,25.2869,26.4787,27.6415
238,2,42.5,15.4647,16.1133,16.8726,17.7797,19.6721,21.3588,22.7976,24.1179,25.3701,26.5791,27.7586
239,2,43.5,15.4324,16.081,16.8433,17.759,19.6781,21.3887,22.8479,24.1869,25.4569,26.6831,27.8793
240,2,44.5,15.4019,16.051,16.8168,17.7415,19.6875,21.4221,22.9017,24.2594,25.5472,26.7904,28.0034
241,2,45.5,15.3734,16.0232,16.793,17.7273,19.7003,21.4588,22.9588,24.3352,25.6407,26.9011,28.1308
242,2,46.5,15.3466,15.9977,16.7718,17.7162,19.7165,21.4989,23.0192,24.4144,25.7376,27.0151,28.2615
243,2,47.5,15.3217,15.9743,16.7532,17.7082,19.7359,21.5422,23.0829,24.4967,25.8377,27.1324,28.3955
244,2,48.5,15.2985,15.9531,16.7371,17.7032,19.7586,21.5887,23.1498,24.5823,25.941,27.2527,28.5325
245,2,49.5,15.2772,15.9341,16.7236,17.7013,19.7844,21.6383,23.2198,24.6709,26.0473,27.3762,28.6727
246,2,50.5,15.2576,15.9171,16.7126,17.7022,19.8132,21.691,23.2928,24.7626,26.1567,27.5027,28.8158
247,2,51.5,15.2397,15.9023,16.704,17.706,19.8451,21.7467,23.3688,24.8573,26.2691,27.6321,28.9619
248,2,52.5,15.2235,15.8894,16.6978,17.7127,19.8799,21.8053,23.4478,24.9549,26.3844,27.7645,29.1109
249,2,53.5,15.2089,15.8786,16.6939,17.722,19.9176,21.8668,23.5296,25.0553,26.5025,27.8996,29.2628
250,2,54.5,15.1961,15.8698,16.6924,17.7341,19.9581,21.9311,23.6142,25.1586,26.6234,28.0376,29.4174
251,2,55.5,15.1848,15.8629,16.6932,17.7489,20.0014,21.9982,23.7015,25.2646,26.747,28.1783,29.5747
252,2,56.5,15.1751,15.8578,16.6962,17.7662,20.0474,22.068,23.7916,25.3732,26.8733,28.3216,29.7346
253,2,57.5,15.167,15.8547,16.7013,17.7861,20.096,22.1404,23.8843,25.4845,27.0022,28.4676,29.8972
254,2,58.5,15.1605,15.8534,16.7087,17.8085,20.1473,22.2154,23.9795,25.5983,27.1337,28.616,30.0623
255,2,59.5,15.1554,15.854,16.7182,17.8333,20.201,22.2929,24.0773,25.7147,27.2677,28.767,30.2298
256,2,60.5,15.1519,15.8563,16.7297,17.8605,20.2573,22.3729,24.1775,25.8334,27.4041,28.9204,30.3998
257,2,61.5,15.1498,15.8603,16.7433,17.8901,20.316,22.4553,24.2801,25.9546,27.5428,29.0762,30.5722
258,2,62.5,15.1492,15.8661,16.7588,17.922,20.377,22.54,24.3851,26.0781,27.6839,29.2343,30.7469
259,2,63.5,15.1499,15.8735,16.7764,17.956,20.4404,22.6271,24.4923,26.2039,27.8273,29.3946,30.9238
260,2,64.5,15.1521,15.8826,16.7958,17.9923,20.506,22.7164,24.6018,26.3319,27.9729,29.5572,31.1029
261,2,65.5,15.1557,15.8933,16.8171,18.0307,20.5738,22.8079,24.7135,26.4621,28.1207,29.7219,31.2842
262,2,66.5,15.1606,15.9056,16.8403,18.0713,20.6438,22.9015,24.8273,26.5944,28.2705,29.8887,31.4675
263,2,67.5,15.1668,15.9194,16.8652,18.1138,20.7159,22.9972,24.9432,26.7288,28.4225,30.0576,31.6529
264,2,68.5,15.1743,15.9347,16.8919,18.1584,20.79,23.0949,25.0611,26.8652,28.5764,30.2285,31.8403
265,2,69.5,15.1831,15.9516,16.9203,18.2049,20.8661,23.1947,25.1809,27.0036,28.7323,30.4013,32.0296
266,2,70.5,15.1931,15.9699,16.9504,18.2532,20.9442,23.2963,25.3027,27.1438,28.8901,30.576,32.2208
267,2,71.5,15.2044,15.9896,16.9821,18.3035,21.0241,23.3999,25.4264,27.286,29.0497,30.7525,32.4139
268,2,72.5,15.2169,16.0107,17.0155,18.3555,21.1059,23.5052,25.5518,27.4299,29.2111,30.9309,32.6087
269,2,73.5,15.2306,16.0332,17.0504,18.4093,21.1895,23.6124,25.6791,27.5756,29.3743,31.1109,32.8052
270,2,74.5,15.2454,16.0571,17.0868,18.4648,21.2748,23.7212,25.808,27.723,29.5392,31.2927,33.0035
271,2,75.5,15.2614,16.0822,17.1248,18.522,21.3618,23.8318,25.9387,27.872,29.7057,31.4761,33.2033
272,2,76.5,15.2785,16.1087,17.1641,18.5807,21.4504,23.9439,26.0709,28.0226,29.8738,31.6611,33.4048
273,2,77.5,15.2968,16.1364,17.2049,18.6411,21.5406,24.0577,26.2047,28.1748,30.0435,31.8476,33.6077
274,2,78.5,15.3161,16.1653,17.2471,18.7029,21.6324,24.1729,26.34,28.3286,30.2147,32.0356,33.8122
275,2,79.5,15.3364,16.1954,17.2906,18.7663,21.7257,24.2897,26.4768,28.4837,30.3873,32.225,34.0181
276,2,80.5,15.3579,16.2267,17.3355,18.831,21.8203,24.4078,26.615,28.6403,30.5613,32.4159,34.2253
277,2,81.5,15.3803,16.2592,17.3816,18.8972,21.9164,24.5274,26.7546,28.7983,30.7367,32.6081,34.4339
278,2,82.5,15.4037,16.2928,17.429,18.9647,22.0139,24.6483,26.8955,28.9575,30.9134,32.8016,34.6438
279,2,83.5,15.4282,16.3274,17.4775,19.0335,22.1126,24.7705,27.0377,29.1181,31.0913,32.9963,34.855
280,2,84.5,15.4536,16.3632,17.5273,19.1036,22.2126,24.8939,27.1811,29.2799,31.2705,33.1923,35.0673
281,2,85.5,15.4799,16.3999,17.5782,19.1749,22.3139,25.0186,27.3257,29.4428,31.4508,33.3894,35.2808
282,2,86.5,15.5072,16.4377,17.6301,19.2473,22.4163,25.1444,27.4715,29.6069,31.6323,33.5877,35.4955
283,2,87.5,15.5354,16.4765,17.6832,19.3209,22.5198,25.2713,27.6184,29.7721,31.8148,33.787,35.7111
284,2,88.5,15.5644,16.5162,17.7373,19.3956,22.6244,25.3993,27.7663,29.9383,31.9984,33.9873,35.9278
285,2,89.5,15.5944,16.5569,17.7924,19.4714,22.73,25.5283,27.9152,30.1055,32.183,34.1887,36.1455
286,2,90.5,15.6252,16.5985,17.8485,19.5481,22.8366,25.6582,28.0651,30.2737,32.3685,34.391,36.3641
287,2,91.5,15.6568,16.641,17.9055,19.6258,22.9442,25.7892,28.216,30.4428,32.555,34.5941,36.5836
288,2,92.5,15.6893,16.6844,17.9635,19.7045,23.0527,25.921,28.3677,30.6128,32.7423,34.7982,36.804
289,2,93.5,15.7226,16.7286,18.0223,19.784,23.162,26.0537,28.5203,30.7837,32.9304,35.003,37.0252
290,2,94.5,15.7566,16.7737,18.082,19.8644,23.2722,26.1872,28.6736,30.9553,33.1194,35.2087,37.2471
291,2,95.5,15.7914,16.8195,18.1425,19.9456,23.3832,26.3214,28.8278,31.1277,33.3091,35.4151,37.4698
292,2,96.5,15.827,16.8661,18.2038,20.0276,23.4949,26.4564,28.9827,31.3008,33.4994,35.6221,37.6932
293,2,97.5,15.8633,16.9135,18.2659,20.1104,23.6073,26.5921,29.1382,31.4745,33.6905,35.8299,37.9172
294,2,98.5,15.9003,16.9616,18.3287,20.1938,23.7204,26.7285,29.2944,31.649,33.8822,36.0382,38.1418
295,2,99.5,15.938,17.0104,18.3922,20.2779,23.8341,26.8655,29.4512,31.824,34.0745,36.2472,38.367
296,2,100.5,15.9764,17.0598,18.4564,20.3627,23.9485,27.003,29.6086,31.9996,34.2673,36.4567,38.5927
297,2,101.5,16.0155,17.11,18.5213,20.448,24.0633,27.1412,29.7665,32.1757,34.4606,36.6667,38.819
298,2,102.5,16.0552,17.1608,18.5867,20.5339,24.1788,27.2798,29.925,32.3523,34.6545,36.8771,39.0457
299,2,103.5,16.0955,17.2122,18.6528,20.6204,24.2946,27.4189,30.0838,32.5293,34.8487,37.088,39.2728
300,2,104.5,16.1365,17.2642,18.7194,20.7073,24.411,27.5584,30.2432,32.7068,35.0434,37.2994,39.5003
301,2,105.5,16.178,17.3168,18.7865,20.7947,24.5277,27.6983,30.4029,32.8846,35.2385,37.511,39.7282
302,2,106.5,16.2201,17.3699,18.8542,20.8825,24.6449,27.8386,30.5629,33.0628,35.4339,37.723,39.9564
303,2,107.5,16.2628,17.4236,18.9224,20.9707,24.7624,27.9793,30.7233,33.2413,35.6296,37.9353,40.1849
304,2,108.5,16.3061,17.4778,18.991,21.0593,24.8802,28.1202,30.884,33.4201,35.8256,38.1479,40.4137
305,2,109.5,16.3499,17.5325,19.06,21.1483,24.9983,28.2614,31.045,33.5992,36.0218,38.3607,40.6427
306,2,110.5,16.3942,17.5877,19.1295,21.2375,25.1166,28.4029,31.2061,33.7785,36.2182,38.5737,40.8718
307,2,111.5,16.439,17.6433,19.1994,21.327,25.2352,28.5446,31.3675,33.9579,36.4149,38.7869,41.1012
308,2,112.5,16.4843,17.6993,19.2696,21.4168,25.3539,28.6864,31.5291,34.1375,36.6116,39.0002,41.3306
309,2,113.5,16.53,17.7558,19.3401,21.5068,25.4728,28.8284,31.6907,34.3173,36.8085,39.2136,41.5602
310,2,114.5,16.5763,17.8126,19.411,21.5969,25.5918,28.9705,31.8525,34.4971,37.0055,39.4271,41.7898
311,2,115.5,16.6229,17.8699,19.4821,21.6873,25.711,29.1127,32.0144,34.677,37.2025,39.6407,42.0195
312,2,116.5,16.67,17.9275,19.5535,21.7777,25.8302,29.2549,32.1763,34.857,37.3996,39.8543,42.2492
313,2,117.5,16.7175,17.9854,19.6252,21.8683,25.9494,29.3972,32.3382,35.0369,37.5966,40.0678,42.4789
314,2,118.5,16.7654,18.0436,19.697,21.9589,26.0687,29.5395,32.5001,35.2169,37.7936,40.2814,42.7085
315,2,119.5,16.8137,18.1022,19.7691,22.0496,26.1879,29.6818,32.662,35.3968,37.9906,40.4948,42.9381
316,2,120.5,16.8623,18.161,19.8413,22.1404,26.3071,29.824,32.8238,35.5766,38.1875,40.7082,43.1676
317,2,121.5,16.9113,18.2201,19.9137,22.2311,26.4263,29.9661,32.9856,35.7563,38.3843,40.9215,43.3969
318,2,122.5,16.9606,18.2795,19.9863,22.3218,26.5453,30.1081,33.1472,35.936,38.581,41.1346,43.6261
319,2,123.5,17.0103,18.339,20.0589,22.4124,26.6643,30.25,33.3087,36.1154,38.7775,41.3476,43.8551
320,2,124.5,17.0602,18.3988,20.1316,22.503,26.7831,30.3918,33.4701,36.2947,38.9739,41.5604,44.084
321,2,125.5,17.1105,18.4588,20.2044,22.5935,26.9018,30.5334,33.6312,36.4738,39.17,41.773,44.3126
322,2,126.5,17.161,18.5189,20.2772,22.6839,27.0202,30.6748,33.7922,36.6527,39.3659,41.9853,44.541
323,2,127.5,17.2117,18.5793,20.3501,22.7741,27.1385,30.816,33.9529,36.8314,39.5616,42.1974,44.7691
324,2,128.5,17.2628,18.6397,20.423,22.8642,27.2565,30.9569,34.1134,37.0098,39.757,42.4092,44.9969
325,2,129.5,17.314,18.7003,20.4959,22.9541,27.3743,31.0976,34.2736,37.1879,39.9521,42.6208,45.2244
326,2,130.5,17.3655,18.761,20.5687,23.0438,27.4918,31.238,34.4335,37.3657,40.1469,42.8319,45.4516
327,2,131.5,17.4172,18.8218,20.6415,23.1333,27.6091,31.3781,34.5931,37.5432,40.3414,43.0428,45.6785
328,2,132.5,17.4691,18.8826,20.7142,23.2225,27.726,31.5178,34.7523,37.7204,40.5355,43.2533,45.905
329,2,133.5,17.5211,18.9435,20.7869,23.3115,27.8426,31.6573,34.9112,37.8972,40.7292,43.4634,46.1311
330,2,134.5,17.5733,19.0045,20.8594,23.4002,27.9588,31.7963,35.0698,38.0736,40.9226,43.6732,46.3567
331,2,135.5,17.6257,19.0655,20.9319,23.4886,28.0747,31.935,35.2279,38.2496,41.1155,43.8825,46.582
332,2,136.5,17.6782,19.1265,21.0042,23.5767,28.1902,32.0733,35.3857,38.4252,41.3081,44.0913,46.8068
333,2,137.5,17.7308,19.1875,21.0763,23.6645,28.3053,32.2112,35.543,38.6004,41.5002,44.2998,47.0312
334,2,138.5,17.7836,19.2485,21.1483,23.7519,28.42,32.3487,35.6999,38.7751,41.6918,44.5078,47.2551
335,2,139.5,17.8364,19.3095,21.2201,23.8389,28.5342,32.4857,35.8564,38.9494,41.883,44.7152,47.4785
336,2,140.5,17.8893,19.3704,21.2917,23.9256,28.648,32.6223,36.0124,39.1232,42.0737,44.9222,47.7014
337,2,141.5,17.9423,19.4312,21.363,24.0119,28.7614,32.7584,36.1679,39.2965,42.2639,45.1287,47.9238
338,2,142.5,17.9953,19.492,21.4342,24.0978,28.8743,32.894,36.3229,39.4693,42.4535,45.3347,48.1457
339,2,143.5,18.0484,19.5527,21.5051,24.1832,28.9867,33.0291,36.4774,39.6415,42.6427,45.5401,48.367
340,2,144.5,18.1015,19.6133,21.5757,24.2682,29.0986,33.1637,36.6313,39.8133,42.8313,45.745,48.5878
341,2,145.5,18.1546,19.6738,21.6461,24.3528,29.2099,33.2978,36.7848,39.9845,43.0193,45.9493,48.808
342,2,146.5,18.2077,19.7341,21.7162,24.4369,29.3208,33.4313,36.9377,40.1551,43.2068,46.1531,49.0276
343,2,147.5,18.2609,19.7943,21.786,24.5205,29.4311,33.5643,37.09,40.3252,43.3937,46.3562,49.2466
344,2,148.5,18.3139,19.8544,21.8555,24.6036,29.5409,33.6968,37.2418,40.4947,43.5801,46.5588,49.465
345,2,149.5,18.367,19.9143,21.9247,24.6863,29.6501,33.8286,37.3929,40.6636,43.7658,46.7608,49.6828
346,2,150.5,18.42,19.974,21.9935,24.7684,29.7588,33.9599,37.5435,40.832,43.9509,46.9621,49.9
347,2,151.5,18.473,20.0335,22.0619,24.85,29.8669,34.0906,37.6936,40.9997,44.1354,47.1628,50.1165
348,2,152.5,18.5259,20.0928,22.1301,24.9311,29.9744,34.2208,37.843,41.1668,44.3193,47.3629,50.3324
349,2,153.5,18.5787,20.1519,22.1978,25.0117,30.0813,34.3503,37.9917,41.3333,44.5026,47.5624,50.5477
350,2,154.5,18.6314,20.2107,22.2652,25.0917,30.1876,34.4792,38.1399,41.4991,44.6852,47.7612,50.7623
351,2,155.5,18.684,20.2694,22.3321,25.1712,30.2933,34.6075,38.2875,41.6643,44.8672,47.9594,50.9763
352,2,156.5,18.7364,20.3277,22.3987,25.2501,30.3984,34.7351,38.4344,41.8289,45.0485,48.1569,51.1895
353,2,157.5,18.7888,20.3858,22.4648,25.3284,30.5029,34.8622,38.5807,41.9928,45.2292,48.3537,51.4021
354,2,158.5,18.841,20.4437,22.5305,25.4062,30.6068,34.9886,38.7263,42.1561,45.4092,48.5499,51.6141
355,2,159.5,18.893,20.5012,22.5958,25.4833,30.71,35.1144,38.8713,42.3187,45.5885,48.7454,51.8253
356,2,160.5,18.9449,20.5585,22.6607,25.5599,30.8126,35.2395,39.0156,42.4807,45.7672,48.9402,52.0359
357,2,161.5,18.9966,20.6154,22.7251,25.6359,30.9146,35.364,39.1593,42.642,45.9452,49.1343,52.2457
358,2,162.5,19.0481,20.672,22.789,25.7114,31.016,35.4878,39.3023,42.8026,46.1225,49.3278,52.4549
359,2,163.5,19.0994,20.7283,22.8525,25.7862,31.1167,35.611,39.4447,42.9626,46.2992,49.5205,52.6634
360,2,164.5,19.1505,20.7843,22.9155,25.8604,31.2168,35.7336,39.5864,43.1219,46.4752,49.7126,52.8712
361,2,165.5,19.2014,20.8399,22.978,25.934,31.3162,35.8554,39.7274,43.2805,46.6505,49.904,53.0783
362,2,166.5,19.252,20.8952,23.0401,26.007,31.415,35.9767,39.8678,43.4384,46.8251,50.0947,53.2847
363,2,167.5,19.3024,20.9501,23.1016,26.0794,31.5131,36.0973,40.0075,43.5957,46.999,50.2847,53.4904
364,2,168.5,19.3526,21.0046,23.1626,26.1511,31.6107,36.2172,40.1466,43.7523,47.1722,50.474,53.6953
365,2,169.5,19.4024,21.0588,23.2232,26.2223,31.7075,36.3365,40.285,43.9082,47.3448,50.6626,53.8996
366,2,170.5,19.452,21.1125,23.2832,26.2928,31.8038,36.4551,40.4227,44.0635,47.5167,50.8506,54.1032
367,2,171.5,19.5014,21.1659,23.3427,26.3628,31.8994,36.5731,40.5598,44.2181,47.6879,51.0378,54.3061
368,2,172.5,19.5504,21.2188,23.4017,26.4321,31.9943,36.6904,40.6962,44.372,47.8584,51.2244,54.5084
369,2,173.5,19.5991,21.2714,23.4601,26.5008,32.0887,36.8071,40.832,44.5253,48.0283,51.4103,54.7099
370,2,174.5,19.6475,21.3235,23.518,26.5689,32.1824,36.9232,40.9671,44.6779,48.1975,51.5955,54.9107
371,2,175.5,19.6955,21.3752,23.5754,26.6364,32.2755,37.0386,41.1016,44.8299,48.366,51.78,55.1109
372,2,176.5,19.7432,21.4264,23.6322,26.7033,32.368,37.1534,41.2354,44.9812,48.5339,51.9639,55.3104
373,2,177.5,19.7906,21.4772,23.6885,26.7695,32.4598,37.2676,41.3686,45.1318,48.7012,52.1471,55.5092
374,2,178.5,19.8376,21.5276,23.7443,26.8352,32.5511,37.3811,41.5012,45.2819,48.8677,52.3297,55.7074
375,2,179.5,19.8843,21.5775,23.7995,26.9003,32.6417,37.4941,41.6332,45.4313,49.0337,52.5116,55.9049
376,2,180.5,19.9306,21.6269,23.8542,26.9647,32.7318,37.6064,41.7645,45.58,49.199,52.6929,56.1017
377,2,181.5,19.9765,21.6759,23.9083,27.0286,32.8213,37.7182,41.8952,45.7282,49.3637,52.8735,56.2979
378,2,182.5,20.022,21.7244,23.9618,27.0919,32.9102,37.8293,42.0254,45.8757,49.5277,53.0535,56.4935
379,2,183.5,20.067,21.7724,24.0148,27.1547,32.9985,37.9399,42.1549,46.0227,49.6912,53.2329,56.6884
380,2,184.5,20.1117,21.8199,24.0673,27.2168,33.0863,38.0499,42.2839,46.1691,49.8541,53.4117,56.8828
381,2,185.5,20.156,21.8669,24.1192,27.2784,33.1735,38.1593,42.4123,46.3148,50.0163,53.5899,57.0765
382,2,186.5,20.1998,21.9134,24.1705,27.3395,33.2602,38.2682,42.5401,46.46,50.178,53.7675,57.2696
383,2,187.5,20.2432,21.9595,24.2213,27.4,33.3464,38.3766,42.6674,46.6047,50.3391,53.9445,57.4622
384,2,188.5,20.2861,22.005,24.2716,27.4599,33.432,38.4844,42.7941,46.7488,50.4997,54.121,57.6541
385,2,189.5,20.3286,22.05,24.3212,27.5193,33.5172,38.5917,42.9203,46.8923,50.6597,54.2969,57.8455
386,2,190.5,20.3706,22.0945,24.3704,27.5782,33.6018,38.6985,43.046,47.0354,50.8192,54.4723,58.0364
387,2,191.5,20.4122,22.1385,24.419,27.6366,33.686,38.8048,43.1712,47.1779,50.9782,54.6471,58.2267
388,2,192.5,20.4533,22.182,24.467,27.6945,33.7697,38.9106,43.2959,47.3199,51.1366,54.8214,58.4165
389,2,193.5,20.4938,22.2249,24.5145,27.7519,33.8529,39.016,43.4202,47.4615,51.2946,54.9952,58.6058
390,2,194.5,20.5339,22.2673,24.5615,27.8088,33.9358,39.1209,43.5439,47.6026,51.4521,55.1686,58.7946
391,2,195.5,20.5735,22.3092,24.6079,27.8652,34.0182,39.2254,43.6673,47.7432,51.6091,55.3414,58.9829
392,2,196.5,20.6126,22.3505,24.6538,27.9212,34.1001,39.3295,43.7902,47.8834,51.7657,55.5138,59.1707
393,2,197.5,20.6511,22.3913,24.6991,27.9767,34.1817,39.4332,43.9127,48.0231,51.9218,55.6858,59.3581
394,2,198.5,20.6891,22.4316,24.7439,28.0319,34.263,39.5364,44.0348,48.1625,52.0776,55.8574,59.5451
395,2,199.5,20.7266,22.4713,24.7882,28.0865,34.3438,39.6394,44.1565,48.3015,52.2329,56.0285,59.7317
396,2,200.5,20.7636,22.5105,24.832,28.1408,34.4244,39.7419,44.2778,48.4401,52.3879,56.1992,59.9178
397,2,201.5,20.7999,22.5492,24.8753,28.1948,34.5046,39.8442,44.3988,48.5783,52.5425,56.3696,60.1036
398,2,202.5,20.8358,22.5873,24.9181,28.2483,34.5845,39.9461,44.5195,48.7163,52.6967,56.5397,60.289
399,2,203.5,20.8711,22.6248,24.9604,28.3015,34.6641,40.0477,44.6399,48.8539,52.8507,56.7094,60.4741
400,2,204.5,20.9058,22.6619,25.0022,28.3543,34.7435,40.1491,44.7601,48.9912,53.0043,56.8788,60.6589
401,2,205.5,20.9399,22.6983,25.0435,28.4068,34.8227,40.2502,44.8799,49.1283,53.1577,57.0479,60.8434
402,2,206.5,20.9734,22.7342,25.0843,28.4591,34.9016,40.3511,44.9995,49.2651,53.3108,57.2167,61.0276
403,2,207.5,21.0064,22.7696,25.1247,28.511,34.9803,40.4518,45.1189,49.4016,53.4637,57.3853,61.2115
404,2,208.5,21.0387,22.8044,25.1646,28.5627,35.0589,40.5522,45.2381,49.538,53.6163,57.5537,61.3952
405,2,209.5,21.0705,22.8387,25.204,28.6141,35.1373,40.6526,45.3572,49.6742,53.7688,57.7219,61.5787
406,2,210.5,21.1016,22.8724,25.243,28.6653,35.2156,40.7528,45.476,49.8102,53.9211,57.8899,61.7621
407,2,211.5,21.1322,22.9056,25.2816,28.7163,35.2938,40.8529,45.5948,49.9461,54.0733,58.0578,61.9453
408,2,212.5,21.1621,22.9382,25.3197,28.7671,35.3719,40.9528,45.7135,50.0819,54.2253,58.2255,62.1283
409,2,213.5,21.1913,22.9702,25.3574,28.8177,35.4499,41.0528,45.8321,50.2176,54.3773,58.3931,62.3112
410,2,214.5,21.22,23.0018,25.3948,28.8682,35.528,41.1527,45.9506,50.3533,54.5291,58.5607,62.4941
411,2,215.5,21.248,23.0328,25.4317,28.9186,35.606,41.2526,46.0691,50.4889,54.681,58.7282,62.6769
412,2,216.5,21.2753,23.0632,25.4682,28.9689,35.6841,41.3525,46.1877,50.6246,54.8328,58.8957,62.8596
413,2,217.5,21.302,23.0931,25.5044,29.0191,35.7622,41.4524,46.3062,50.7602,54.9847,59.0632,63.0424
414,2,218.5,21.3281,23.1224,25.5402,29.0693,35.8404,41.5525,46.4249,50.8959,55.1366,59.2308,63.2252
415,2,219.5,21.3534,23.1513,25.5757,29.1194,35.9187,41.6526,46.5436,51.0317,55.2886,59.3984,63.4081
416,2,220.5,21.3781,23.1795,25.6108,29.1696,35.9972,41.7529,46.6625,51.1677,55.4407,59.5661,63.591
417,2,221.5,21.4021,23.2073,25.6456,29.2197,36.0759,41.8533,46.7815,51.3037,55.5929,59.7339,63.7741
418,2,222.5,21.4255,23.2345,25.68,29.27,36.1547,41.9539,46.9007,51.44,55.7453,59.9019,63.9573
419,2,223.5,21.4481,23.2612,25.7142,29.3203,36.2339,42.0548,47.0201,51.5764,55.8979,60.0701,64.1407
420,2,224.5,21.4701,23.2873,25.7481,29.3707,36.3132,42.1559,47.1398,51.7131,56.0507,60.2385,64.3243
421,2,225.5,21.4913,23.3129,25.7817,29.4212,36.3929,42.2573,47.2597,51.8501,56.2038,60.4072,64.5082
422,2,226.5,21.5119,23.338,25.815,29.472,36.4729,42.3591,47.38,51.9873,56.3572,60.5762,64.6923
423,2,227.5,21.5317,23.3626,25.8481,29.5229,36.5534,42.4612,47.5006,52.1249,56.511,60.7454,64.8768
424,2,228.5,21.5508,23.3867,25.881,29.574,36.6342,42.5637,47.6216,52.2629,56.6651,60.9151,65.0616
425,2,229.5,21.5692,23.4102,25.9137,29.6254,36.7154,42.6666,47.7431,52.4013,56.8196,61.0851,65.2468
426,2,230.5,21.5869,23.4332,25.9461,29.6771,36.7972,42.7701,47.865,52.5402,56.9745,61.2556,65.4325
427,2,231.5,21.6038,23.4557,25.9784,29.7291,36.8794,42.874,47.9874,52.6795,57.1299,61.4266,65.6186
428,2,232.5,21.62,23.4778,26.0105,29.7814,36.9622,42.9784,48.1103,52.8194,57.2859,61.598,65.8052
429,2,233.5,21.6354,23.4993,26.0424,29.8342,37.0457,43.0835,48.2338,52.9599,57.4424,61.77,65.9923
430,2,234.5,21.6501,23.5203,26.0742,29.8873,37.1297,43.1892,48.3579,53.1009,57.5995,61.9426,66.18
431,2,235.5,21.664,23.5408,26.1058,29.9409,37.2144,43.2955,48.4827,53.2426,57.7572,62.1158,66.3683
432,2,236.5,21.6771,23.5608,26.1374,29.995,37.2999,43.4025,48.6081,53.3849,57.9156,62.2897,66.5573
433,2,237.5,21.6895,23.5803,26.1689,30.0496,37.3861,43.5103,48.7343,53.528,58.0747,62.4643,66.747
434,2,238.5,21.7011,23.5994,26.2002,30.1048,37.4731,43.6189,48.8613,53.6719,58.2346,62.6396,66.9374
435,2,239.5,21.7119,23.6179,26.2316,30.1606,37.5609,43.7283,48.9891,53.8165,58.3952,62.8157,67.1286
436,2,240.0,21.717,23.627,26.2472,30.1887,37.6051,43.7833,49.0533,53.8892,58.4759,62.9041,67.2245
437,2,240.5,21.7219,23.636,26.2629,30.2169,37.6496,43.8385,49.1177,53.962,58.5567,62.9927,67.3206
