age_months,sex,14.5,18.5,20,25,30,35,40,45,50,55,60,65,70,78,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,difference_SD1_SD2
11,1,12.65980905,15.20054545,16.03490592,18.40017982,20.20436646,21.67310131,23.50298246,25.36701754,27.23105263,29.09508772,30.95912281,32.82315789,34.68719298,37.66964912,-0.382,16.9273,0.08038,12.398,13.44,14.482,15.639,16.927,18.367,19.982,21.8,23.415,25.03,26.645,28.26,29.875,31.49,33.105,34.72,36.335,37.95,39.565,41.18,42.795,44.41,46.025,47.64,49.255,50.87,52.485,54.1,55.715,57.33,58.945,60.56,62.175,63.79,65.405,67.02,68.635,70.25,71.865,73.48,75.095,76.71,78.325,79.94,81.555,1.615
12,1,12.5930402,15.09722983,15.92129521,18.26193329,20.05314332,21.51379932,23.33032872,25.18051339,27.03069806,28.88088273,30.73106741,32.58125208,34.43143675,37.39173223,-0.4104,16.8033,0.0801,12.335,13.362,14.388,15.53,16.803,18.229,19.832,21.64,23.243,24.846,26.449,28.052,29.655,31.258,32.861,34.464,36.067,37.67,39.273,40.876,42.479,44.082,45.685,47.288,48.891,50.494,52.097,53.7,55.303,56.906,58.509,60.112,61.715,63.318,64.921,66.524,68.127,69.73,71.333,72.936,74.539,76.142,77.745,79.348,80.951,1.603
13,1,12.5230201,14.9919142,15.80568451,18.1216662,19.89904249,21.35242753,23.1546205,24.98980055,26.82498061,28.66016066,30.49534072,32.33052078,34.16570083,37.10198892,-0.4376,16.6771,0.07983,12.269,13.28,14.292,15.419,16.677,18.089,19.679,21.478,23.068,24.658,26.248,27.838,29.428,31.018,32.608,34.198,35.788,37.378,38.968,40.558,42.148,43.738,45.328,46.918,48.508,50.098,51.688,53.278,54.868,56.458,58.048,59.638,61.228,62.818,64.408,65.998,67.588,69.178,70.768,72.358,73.948,75.538,77.128,78.718,80.308,1.59
14,1,12.45575377,14.89221961,15.69668856,17.99041967,19.75494167,21.20105574,22.98996676,24.8112964,26.63262604,28.45395568,30.27528532,32.09661496,33.9179446,36.83207202,-0.4621,16.5591,0.07959,12.205,13.203,14.201,15.314,16.559,17.958,19.536,21.326,22.904,24.482,26.06,27.638,29.216,30.794,32.372,33.95,35.528,37.106,38.684,40.262,41.84,43.418,44.996,46.574,48.152,49.73,51.308,52.886,54.464,56.042,57.62,59.198,60.776,62.354,63.932,65.51,67.088,68.666,70.244,71.822,73.4,74.978,76.556,78.134,79.712,1.578
15,1,12.39073869,14.79752503,15.593,17.86519367,19.61784085,21.05668396,22.8333675,24.64200092,26.45063435,28.25926777,30.0679012,31.87653463,33.68516805,36.57898153,-0.4852,16.4466,0.07936,12.143,13.129,14.115,15.214,16.447,17.833,19.4,21.181,22.748,24.315,25.882,27.449,29.016,30.583,32.15,33.717,35.284,36.851,38.418,39.985,41.552,43.119,44.686,46.253,47.82,49.387,50.954,52.521,54.088,55.655,57.222,58.789,60.356,61.923,63.49,65.057,66.624,68.191,69.758,71.325,72.892,74.459,76.026,77.593,79.16,1.567
16,1,12.32672362,14.70507252,15.49200406,17.74298823,19.48474002,20.91631217,22.68182271,24.47891413,26.27600554,28.07309695,29.87018837,31.66727978,33.46437119,36.33971745,-0.5075,16.3369,0.07914,12.082,13.056,14.03,15.117,16.337,17.711,19.268,21.04,22.597,24.154,25.711,27.268,28.825,30.382,31.939,33.496,35.053,36.61,38.167,39.724,41.281,42.838,44.395,45.952,47.509,49.066,50.623,52.18,53.737,55.294,56.851,58.408,59.965,61.522,63.079,64.636,66.193,67.75,69.307,70.864,72.421,73.978,75.535,77.092,78.649,1.557
17,1,12.26970854,14.62124106,15.40062287,17.63276223,19.36276151,20.78787058,22.54122345,24.32561865,26.11001385,27.89440905,29.67880425,31.46319945,33.24759464,36.10262696,-0.5279,16.2375,0.07893,12.028,12.99,13.953,15.029,16.238,17.601,19.147,20.911,22.457,24.003,25.549,27.095,28.641,30.187,31.733,33.279,34.825,36.371,37.917,39.463,41.009,42.555,44.101,45.647,47.193,48.739,50.285,51.831,53.377,54.923,56.469,58.015,59.561,61.107,62.653,64.199,65.745,67.291,68.837,70.383,71.929,73.475,75.021,76.567,78.113,1.546
18,1,12.21544724,14.54303064,15.31524169,17.52957733,19.249783,20.66842899,22.41173315,24.18574054,25.95974792,27.73375531,29.5077627,31.28177008,33.05577747,35.89418929,-0.5472,16.1447,0.07874,11.976,12.929,13.881,14.947,16.145,17.498,19.035,20.791,22.328,23.865,25.402,26.939,28.476,30.013,31.55,33.087,34.624,36.161,37.698,39.235,40.772,42.309,43.846,45.383,46.92,48.457,49.994,51.531,53.068,54.605,56.142,57.679,59.216,60.753,62.29,63.827,65.364,66.901,68.438,69.975,71.512,73.049,74.586,76.123,77.66,1.537
19,1,12.16393467,14.46882022,15.2338605,17.43139243,19.14192681,20.5549176,22.28824284,24.05186242,25.81548199,27.57910157,29.34272114,31.10634072,32.8699603,35.69175162,-0.5662,16.0564,0.07855,11.927,12.87,13.813,14.869,16.056,17.4,18.928,20.677,22.205,23.733,25.261,26.789,28.317,29.845,31.373,32.901,34.429,35.957,37.485,39.013,40.541,42.069,43.597,45.125,46.653,48.181,49.709,51.237,52.765,54.293,55.821,57.349,58.877,60.405,61.933,63.461,64.989,66.517,68.045,69.573,71.101,72.629,74.157,75.685,77.213,1.528
20,1,12.11967337,14.40323085,15.16240146,17.34422807,19.04619292,20.4543364,22.17880702,23.93319298,25.68757895,27.44196491,29.19635088,30.95073684,32.70512281,35.51214035,-0.5836,15.9786,0.07837,11.885,12.819,13.753,14.8,15.979,17.313,18.833,20.576,22.096,23.616,25.136,26.656,28.176,29.696,31.216,32.736,34.256,35.776,37.296,38.816,40.336,41.856,43.376,44.896,46.416,47.936,49.456,50.976,52.496,54.016,55.536,57.056,58.576,60.096,61.616,63.136,64.656,66.176,67.696,69.216,70.736,72.256,73.776,75.296,76.816,1.52
21,1,12.07991457,14.34464147,15.09794242,17.26608426,18.96058135,20.36468541,22.08142567,23.82773223,25.57403878,27.32034534,29.06665189,30.81295845,32.559265,35.35335549,-0.6002,15.9087,0.0782,11.847,12.774,13.7,14.738,15.909,17.235,18.748,20.486,21.999,23.512,25.025,26.538,28.051,29.564,31.077,32.59,34.103,35.616,37.129,38.642,40.155,41.668,43.181,44.694,46.207,47.72,49.233,50.746,52.259,53.772,55.285,56.798,58.311,59.824,61.337,62.85,64.363,65.876,67.389,68.902,70.415,71.928,73.441,74.954,76.467,1.513
22,1,12.04465327,14.29129418,15.03917599,17.19494044,18.88184747,20.28110422,21.99004432,23.72827147,25.46649861,27.20472576,28.94295291,30.68118006,32.4194072,35.20057064,-0.6166,15.8444,0.07803,11.814,12.732,13.651,14.682,15.844,17.164,18.67,20.402,21.908,23.414,24.92,26.426,27.932,29.438,30.944,32.45,33.956,35.462,36.968,38.474,39.98,41.486,42.992,44.498,46.004,47.51,49.016,50.522,52.028,53.534,55.04,56.546,58.052,59.558,61.064,62.57,64.076,65.582,67.088,68.594,70.1,71.606,73.112,74.618,76.124,1.506
23,1,12.01489447,14.24494688,14.98833171,17.13183772,18.8132359,20.20845322,21.91177193,23.64422807,25.37668421,27.10914035,28.84159649,30.57405263,32.30650877,35.0784386,-0.6318,15.7888,0.07787,11.786,12.697,13.609,14.633,15.789,17.101,18.602,20.329,21.83,23.331,24.832,26.333,27.834,29.335,30.836,32.337,33.838,35.339,36.84,38.341,39.842,41.343,42.844,44.345,45.846,47.347,48.848,50.349,51.85,53.351,54.852,56.353,57.854,59.355,60.856,62.357,63.858,65.359,66.86,68.361,69.862,71.363,72.864,74.365,75.866,1.501
24,1,11.98838693,14.20359959,14.94248743,17.07571445,18.75086896,20.14366263,21.84044506,23.56597599,25.29150693,27.01703786,28.74256879,30.46809972,32.19363066,34.95448015,-0.6464,15.7388,0.07772,11.761,12.666,13.572,14.589,15.739,17.045,18.54,20.264,21.759,23.254,24.749,26.244,27.739,29.234,30.729,32.224,33.719,35.214,36.709,38.204,39.699,41.194,42.689,44.184,45.679,47.174,48.669,50.164,51.659,53.154,54.649,56.144,57.639,59.134,60.629,62.124,63.619,65.114,66.609,68.104,69.599,71.094,72.589,74.084,75.579,1.495
25,1,12.14266834,14.4155046,15.1702498,17.34004317,19.03160284,20.42924382,22.14331671,23.88731487,25.63131302,27.37531117,29.11930933,30.86330748,32.60730563,35.39770268,-0.5863,15.9825,0.07791,11.909,12.839,13.769,14.81,15.982,17.309,18.82,20.55,22.061,23.572,25.083,26.594,28.105,29.616,31.127,32.638,34.149,35.66,37.171,38.682,40.193,41.704,43.215,44.726,46.237,47.748,49.259,50.77,52.281,53.792,55.303,56.814,58.325,59.836,61.347,62.858,64.369,65.88,67.391,68.902,70.413,71.924,73.435,74.946,76.457,1.511
26,1,12.09642211,14.37674668,15.1322498,17.29785826,18.97876814,20.36429084,22.06782641,23.80143675,25.53504709,27.26865743,29.00226777,30.73587812,32.46948846,35.243265,-0.5523,15.9443,0.07799,11.862,12.795,13.729,14.772,15.944,17.267,18.769,20.484,21.986,23.488,24.99,26.492,27.994,29.496,30.998,32.5,34.002,35.504,37.006,38.508,40.01,41.512,43.014,44.516,46.018,47.52,49.022,50.524,52.026,53.528,55.03,56.532,58.034,59.536,61.038,62.54,64.042,65.544,67.046,68.548,70.05,71.552,73.054,74.556,76.058,1.502
27,1,12.05042714,14.33860981,15.0952498,17.25769391,18.92881112,20.30140766,21.99539058,23.71976731,25.44414404,27.16852078,28.89289751,30.61727424,32.34165097,35.10065374,-0.5196,15.9071,0.07808,11.815,12.752,13.689,14.735,15.907,17.227,18.721,20.42,21.914,23.408,24.902,26.396,27.89,29.384,30.878,32.372,33.866,35.36,36.854,38.348,39.842,41.336,42.83,44.324,45.818,47.312,48.806,50.3,51.794,53.288,54.782,56.276,57.77,59.264,60.758,62.252,63.746,65.24,66.734,68.228,69.722,71.216,72.71,74.204,75.698,1.494
28,1,12.0051809,14.30023085,15.0572498,17.21652955,18.87822104,20.24031508,21.92495476,23.64009788,25.355241,27.07038412,28.78552724,30.50067036,32.21581348,34.96004247,-0.4873,15.8694,0.07818,11.769,12.709,13.65,14.697,15.869,17.186,18.672,20.358,21.844,23.33,24.816,26.302,27.788,29.274,30.76,32.246,33.732,35.218,36.704,38.19,39.676,41.162,42.648,44.134,45.62,47.106,48.592,50.078,51.564,53.05,54.536,56.022,57.508,58.994,60.48,61.966,63.452,64.938,66.424,67.91,69.396,70.882,72.368,73.854,75.34,1.486
29,1,11.96118593,14.26409397,15.0222498,17.17838573,18.83150864,20.18229229,21.85857341,23.56563712,25.27270083,26.97976454,28.68682825,30.39389197,32.10095568,34.83225762,-0.4578,15.8338,0.07828,11.724,12.668,13.612,14.662,15.834,17.148,18.627,20.299,21.778,23.257,24.736,26.215,27.694,29.173,30.652,32.131,33.61,35.089,36.568,38.047,39.526,41.005,42.484,43.963,45.442,46.921,48.4,49.879,51.358,52.837,54.316,55.795,57.274,58.753,60.232,61.711,63.19,64.669,66.148,67.627,69.106,70.585,72.064,73.543,75.022,1.479
30,1,11.9189397,14.22771502,14.98655718,17.14126247,18.78716319,20.12906011,21.79824654,23.49838504,25.19852355,26.89866205,28.59880055,30.29893906,31.99907756,34.71929917,-0.4301,15.7989,0.0784,11.681,12.628,13.575,14.626,15.799,17.111,18.584,20.245,21.718,23.191,24.664,26.137,27.61,29.083,30.556,32.029,33.502,34.975,36.448,37.921,39.394,40.867,42.34,43.813,45.286,46.759,48.232,49.705,51.178,52.651,54.124,55.597,57.07,58.543,60.016,61.489,62.962,64.435,65.908,67.381,68.854,70.327,71.8,73.273,74.746,1.473
31,1,11.87569347,14.19157814,14.95155718,17.1031392,18.74194005,20.07575812,21.73791967,23.43113296,25.12434626,26.81755956,28.51077285,30.20398615,31.89719945,34.60634072,-0.4037,15.7635,0.07853,11.637,12.587,13.537,14.591,15.764,17.073,18.54,20.191,21.658,23.125,24.592,26.059,27.526,28.993,30.46,31.927,33.394,34.861,36.328,37.795,39.262,40.729,42.196,43.663,45.13,46.597,48.064,49.531,50.998,52.465,53.932,55.399,56.866,58.333,59.8,61.267,62.734,64.201,65.668,67.135,68.602,70.069,71.536,73.003,74.47,1.467
32,1,11.83444724,14.15682022,14.91755718,17.06803647,18.70083923,20.02738633,21.68364728,23.37108957,25.05853186,26.74597415,28.43341644,30.12085873,31.80830102,34.50820868,-0.3804,15.73,0.07866,11.595,12.548,13.501,14.557,15.73,17.038,18.5,20.142,21.604,23.066,24.528,25.99,27.452,28.914,30.376,31.838,33.3,34.762,36.224,37.686,39.148,40.61,42.072,43.534,44.996,46.458,47.92,49.382,50.844,52.306,53.768,55.23,56.692,58.154,59.616,61.078,62.54,64.002,65.464,66.926,68.388,69.85,71.312,72.774,74.236,1.462
33,1,11.79520101,14.12306231,14.88455718,17.03297484,18.66186072,19.98194474,21.63448384,23.31846353,25.00244321,26.6864229,28.37040259,30.05438227,31.73836196,34.43272946,-0.3594,15.6971,0.0788,11.555,12.511,13.466,14.524,15.697,17.003,18.462,20.096,21.555,23.014,24.473,25.932,27.391,28.85,30.309,31.768,33.227,34.686,36.145,37.604,39.063,40.522,41.981,43.44,44.899,46.358,47.817,49.276,50.735,52.194,53.653,55.112,56.571,58.03,59.489,60.948,62.407,63.866,65.325,66.784,68.243,69.702,71.161,72.62,74.079,1.459
34,1,11.75570352,14.08868335,14.85086456,16.9989132,18.62400452,19.93843335,21.58732041,23.26783749,24.94835457,26.62887165,28.30938873,29.98990582,31.6704229,34.35925023,-0.3404,15.664,0.07896,11.515,12.473,13.431,14.49,15.664,16.969,18.425,20.052,21.508,22.964,24.42,25.876,27.332,28.788,30.244,31.7,33.156,34.612,36.068,37.524,38.98,40.436,41.892,43.348,44.804,46.26,47.716,49.172,50.628,52.084,53.54,54.996,56.452,57.908,59.364,60.82,62.276,63.732,65.188,66.644,68.1,69.556,71.012,72.468,73.924,1.456
35,1,11.71895477,14.05592543,14.81917194,16.96685157,18.58851527,19.89971255,21.54515697,23.22221145,24.89926593,26.57632041,28.25337488,29.93042936,31.60748384,34.29077101,-0.3247,15.6328,0.07912,11.478,12.437,13.397,14.458,15.633,16.937,18.39,20.013,21.466,22.919,24.372,25.825,27.278,28.731,30.184,31.637,33.09,34.543,35.996,37.449,38.902,40.355,41.808,43.261,44.714,46.167,47.62,49.073,50.526,51.979,53.432,54.885,56.338,57.791,59.244,60.697,62.15,63.603,65.056,66.509,67.962,69.415,70.868,72.321,73.774,1.453
36,1,11.68245729,14.02354648,14.78747932,16.93581048,18.5549037,19.86206156,21.50504801,23.17979409,24.85454017,26.52928624,28.20403232,29.87877839,31.55352447,34.23311819,-0.3112,15.6015,0.07929,11.441,12.402,13.364,14.426,15.602,16.906,18.357,19.975,21.426,22.877,24.328,25.779,27.23,28.681,30.132,31.583,33.034,34.485,35.936,37.387,38.838,40.289,41.74,43.191,44.642,46.093,47.544,48.995,50.446,51.897,53.348,54.799,56.25,57.701,59.152,60.603,62.054,63.505,64.956,66.407,67.858,69.309,70.76,72.211,73.662,1.451
37,1,11.6479598,13.99316752,14.75747932,16.90678994,18.52478139,19.83113136,21.47299354,23.14658541,24.82017729,26.49376916,28.16736103,29.84095291,31.51454478,34.19229178,-0.3009,15.5723,0.07948,11.406,12.369,13.333,14.396,15.572,16.877,18.327,19.944,21.394,22.844,24.294,25.744,27.194,28.644,30.094,31.544,32.994,34.444,35.894,37.344,38.794,40.244,41.694,43.144,44.594,46.044,47.494,48.944,50.394,51.844,53.294,54.744,56.194,57.644,59.094,60.544,61.994,63.444,64.894,66.344,67.794,69.244,70.694,72.144,73.594,1.45
38,1,11.61621106,13.96378856,14.7287867,16.87881048,18.49753676,19.80227096,21.44504801,23.11979409,24.79454017,26.46928624,28.14403232,29.81877839,31.49352447,34.17311819,-0.2934,15.5443,0.07967,11.374,12.338,13.303,14.367,15.544,16.849,18.3,19.915,21.366,22.817,24.268,25.719,27.17,28.621,30.072,31.523,32.974,34.425,35.876,37.327,38.778,40.229,41.68,43.131,44.582,46.033,47.484,48.935,50.386,51.837,53.288,54.739,56.19,57.641,59.092,60.543,61.994,63.445,64.896,66.347,67.798,69.249,70.7,72.151,73.602,1.451
39,1,11.58446231,13.9344096,14.70040146,16.85281048,18.47178139,19.77813136,21.42104801,23.09579409,24.77054017,26.44528624,28.12003232,29.79477839,31.46952447,34.14911819,-0.2887,15.5167,0.07988,11.342,12.307,13.273,14.338,15.517,16.823,18.274,19.891,21.342,22.793,24.244,25.695,27.146,28.597,30.048,31.499,32.95,34.401,35.852,37.303,38.754,40.205,41.656,43.107,44.558,46.009,47.46,48.911,50.362,51.813,53.264,54.715,56.166,57.617,59.068,60.519,61.97,63.421,64.872,66.323,67.774,69.225,70.676,72.127,73.578,1.451
40,1,11.55571357,13.90765169,14.67440146,16.82885157,18.45002601,19.75799176,21.40315697,23.08021145,24.75726593,26.43432041,28.11137488,29.78842936,31.46548384,34.14877101,-0.2869,15.4914,0.0801,11.313,12.279,13.245,14.312,15.491,16.799,18.252,19.871,21.324,22.777,24.23,25.683,27.136,28.589,30.042,31.495,32.948,34.401,35.854,37.307,38.76,40.213,41.666,43.119,44.572,46.025,47.478,48.931,50.384,51.837,53.29,54.743,56.196,57.649,59.102,60.555,62.008,63.461,64.914,66.367,67.82,69.273,70.726,72.179,73.632,1.453
41,1,11.52896482,13.88227273,14.65001622,16.8069132,18.43151527,19.74271255,21.39132041,23.07183749,24.75235457,26.43287165,28.11338873,29.79390582,31.4744229,34.16325023,-0.2878,15.4675,0.08033,11.286,12.253,13.219,14.287,15.468,16.777,18.233,19.856,21.312,22.768,24.224,25.68,27.136,28.592,30.048,31.504,32.96,34.416,35.872,37.328,38.784,40.24,41.696,43.152,44.608,46.064,47.52,48.976,50.432,51.888,53.344,54.8,56.256,57.712,59.168,60.624,62.08,63.536,64.992,66.448,67.904,69.36,70.816,72.272,73.728,1.456
42,1,11.50296482,13.85727273,14.6253236,16.78697484,18.41524915,19.73129375,21.38348384,23.06746353,24.75144321,26.4354229,28.11940259,29.80338227,31.48736196,34.18172946,-0.2914,15.4445,0.08058,11.26,12.227,13.194,14.262,15.444,16.757,18.216,19.845,21.304,22.763,24.222,25.681,27.14,28.599,30.058,31.517,32.976,34.435,35.894,37.353,38.812,40.271,41.73,43.189,44.648,46.107,47.566,49.025,50.484,51.943,53.402,54.861,56.32,57.779,59.238,60.697,62.156,63.615,65.074,66.533,67.992,69.451,70.91,72.369,73.828,1.459
43,1,11.47896482,13.83427273,14.60324574,16.76907756,18.40298303,19.72387494,21.38175623,23.07150693,24.76125762,26.45100831,28.140759,29.8305097,31.52026039,34.2238615,-0.2972,15.4236,0.08084,11.236,12.203,13.171,14.239,15.424,16.739,18.203,19.838,21.302,22.766,24.23,25.694,27.158,28.622,30.086,31.55,33.014,34.478,35.942,37.406,38.87,40.334,41.798,43.262,44.726,46.19,47.654,49.118,50.582,52.046,53.51,54.974,56.438,57.902,59.366,60.83,62.294,63.758,65.222,66.686,68.15,69.614,71.078,72.542,74.006,1.464
44,1,11.45771357,13.81251481,14.58255312,16.75318029,18.39296154,19.72031653,21.38402862,23.07955032,24.77507202,26.47059372,28.16611542,29.86163712,31.55715882,34.26999354,-0.3054,15.404,0.08111,11.215,12.181,13.148,14.218,15.404,16.723,18.192,19.835,21.304,22.773,24.242,25.711,27.18,28.649,30.118,31.587,33.056,34.525,35.994,37.463,38.932,40.401,41.87,43.339,44.808,46.277,47.746,49.215,50.684,52.153,53.622,55.091,56.56,58.029,59.498,60.967,62.436,63.905,65.374,66.843,68.312,69.781,71.25,72.719,74.188,1.469
45,1,11.43596482,13.79151481,14.56216788,16.73734464,18.38606237,19.72068832,21.39346445,23.09821976,24.80297507,26.50773038,28.21248569,29.917241,31.62199631,34.3496048,-0.316,15.3849,0.0814,11.193,12.16,13.127,14.197,15.385,16.707,18.184,19.836,21.313,22.79,24.267,25.744,27.221,28.698,30.175,31.652,33.129,34.606,36.083,37.56,39.037,40.514,41.991,43.468,44.945,46.422,47.899,49.376,50.853,52.33,53.807,55.284,56.761,58.238,59.715,61.192,62.669,64.146,65.623,67.1,68.577,70.054,71.531,73.008,74.485,1.477
46,1,11.41671357,13.77113585,14.54309002,16.72448846,18.38153013,19.7258507,21.4068458,23.11968052,24.83251524,26.54534995,28.25818467,29.97101939,31.68385411,34.42438966,-0.3284,15.3675,0.0817,11.174,12.14,13.106,14.177,15.368,16.694,18.178,19.842,21.326,22.81,24.294,25.778,27.262,28.746,30.23,31.714,33.198,34.682,36.166,37.65,39.134,40.618,42.102,43.586,45.07,46.554,48.038,49.522,51.006,52.49,53.974,55.458,56.942,58.426,59.91,61.394,62.878,64.362,65.846,67.33,68.814,70.298,71.782,73.266,74.75,1.484
47,1,11.39846231,13.75213585,14.52470479,16.71363227,18.3789979,19.73301309,21.42222715,23.14314127,24.8640554,26.58496953,28.30588366,30.02679778,31.74771191,34.50117452,-0.3429,15.351,0.08201,11.156,12.121,13.087,14.158,15.351,16.683,18.174,19.85,21.341,22.832,24.323,25.814,27.305,28.796,30.287,31.778,33.269,34.76,36.251,37.742,39.233,40.724,42.215,43.706,45.197,46.688,48.179,49.67,51.161,52.652,54.143,55.634,57.125,58.616,60.107,61.598,63.089,64.58,66.071,67.562,69.053,70.544,72.035,73.526,75.017,1.491
48,1,11.38121106,13.73275689,14.50662693,16.70183772,18.37871029,19.74403587,21.44477193,23.17722807,24.90968421,26.64214035,28.37459649,30.10705263,31.83950877,34.6114386,-0.3598,15.3346,0.08234,11.139,12.103,13.067,14.139,15.335,16.671,18.172,19.862,21.363,22.864,24.365,25.866,27.367,28.868,30.369,31.87,33.371,34.872,36.373,37.874,39.375,40.876,42.377,43.878,45.379,46.88,48.381,49.882,51.383,52.884,54.385,55.886,57.387,58.888,60.389,61.89,63.391,64.892,66.393,67.894,69.395,70.896,72.397,73.898,75.399,1.501
49,1,11.3649598,13.71575689,14.49024169,16.69302262,18.380545,19.75798885,21.46926223,23.21210619,24.95495014,26.69779409,28.44063804,30.18348199,31.92632595,34.71487627,-0.3782,15.3196,0.08267,11.123,12.086,13.05,14.122,15.32,16.662,18.172,19.877,21.387,22.897,24.407,25.917,27.427,28.937,30.447,31.957,33.467,34.977,36.487,37.997,39.507,41.017,42.527,44.037,45.547,47.057,48.567,50.077,51.587,53.097,54.607,56.117,57.627,59.137,60.647,62.157,63.667,65.177,66.687,68.197,69.707,71.217,72.727,74.237,75.747,1.51
50,1,11.34970854,13.69837794,14.47385645,16.68424861,18.38450202,19.77487203,21.4988615,23.25440166,25.00994183,26.76548199,28.52102216,30.27656233,32.03210249,34.84096676,-0.3984,15.3052,0.08302,11.108,12.07,13.032,14.105,15.305,16.653,18.174,19.895,21.416,22.937,24.458,25.979,27.5,29.021,30.542,32.063,33.584,35.105,36.626,38.147,39.668,41.189,42.71,44.231,45.752,47.273,48.794,50.315,51.836,53.357,54.878,56.399,57.92,59.441,60.962,62.483,64.004,65.525,67.046,68.567,70.088,71.609,73.13,74.651,76.172,1.521
51,1,11.33545729,13.68137794,14.45777859,16.67745406,18.38982598,19.79554581,21.53140628,23.29848846,25.06557064,26.83265282,28.599735,30.36681717,32.13389935,34.96123084,-0.4212,15.291,0.08338,11.094,12.055,13.015,14.088,15.291,16.646,18.177,19.917,21.448,22.979,24.51,26.041,27.572,29.103,30.634,32.165,33.696,35.227,36.758,38.289,39.82,41.351,42.882,44.413,45.944,47.475,49.006,50.537,52.068,53.599,55.13,56.661,58.192,59.723,61.254,62.785,64.316,65.847,67.378,68.909,70.44,71.971,73.502,75.033,76.564,1.531
52,1,11.32195477,13.66537794,14.44270073,16.67072114,18.39814994,19.81921958,21.5701145,23.35220129,25.13428809,26.91637488,28.69846168,30.48054848,32.26263527,35.11397415,-0.4449,15.2779,0.08375,11.081,12.04,12.999,14.072,15.278,16.639,18.183,19.942,21.486,23.03,24.574,26.118,27.662,29.206,30.75,32.294,33.838,35.382,36.926,38.47,40.014,41.558,43.102,44.646,46.19,47.734,49.278,50.822,52.366,53.91,55.454,56.998,58.542,60.086,61.63,63.174,64.718,66.262,67.806,69.35,70.894,72.438,73.982,75.526,77.07,1.544
53,1,11.31045226,13.64999898,14.42831549,16.66498823,18.40771853,19.84575376,21.61182271,23.40891413,25.20600554,27.00309695,28.80018837,30.59727978,32.39437119,35.26971745,-0.4702,15.2654,0.08412,11.07,12.027,12.983,14.057,15.265,16.633,18.19,19.97,21.527,23.084,24.641,26.198,27.755,29.312,30.869,32.426,33.983,35.54,37.097,38.654,40.211,41.768,43.325,44.882,46.439,47.996,49.553,51.11,52.667,54.224,55.781,57.338,58.895,60.452,62.009,63.566,65.123,66.68,68.237,69.794,71.351,72.908,74.465,76.022,77.579,1.557
54,1,11.29869849,13.63437794,14.41354501,16.66125531,18.41940944,19.87521813,21.65653093,23.46862696,25.28072299,27.09281902,28.90491505,30.71701108,32.52910711,35.42846076,-0.4977,15.2532,0.08451,11.059,12.013,12.968,14.041,15.253,16.629,18.199,20.001,21.571,23.141,24.711,26.281,27.851,29.421,30.991,32.561,34.131,35.701,37.271,38.841,40.411,41.981,43.551,45.121,46.691,48.261,49.831,51.401,52.971,54.541,56.111,57.681,59.251,60.821,62.391,63.961,65.531,67.101,68.671,70.241,71.811,73.381,74.951,76.521,78.091,1.57
55,1,11.28819598,13.62037794,14.40046715,16.65754294,18.43234497,19.9075429,21.70529363,23.53354848,25.36180332,27.19005817,29.01831302,30.84656787,32.67482271,35.60003047,-0.5255,15.2419,0.0849,11.049,12.001,12.954,14.027,15.242,16.625,18.209,20.035,21.619,23.203,24.787,26.371,27.955,29.539,31.123,32.707,34.291,35.875,37.459,39.043,40.627,42.211,43.795,45.379,46.963,48.547,50.131,51.715,53.299,54.883,56.467,58.051,59.635,61.219,62.803,64.387,65.971,67.555,69.139,70.723,72.307,73.891,75.475,77.059,78.643,1.584
