,age_months,sex,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD17,SD18,SD19,SD20,SD21,SD22,SD23,SD24,SD25,SD26,SD27,SD28,SD29,SD30,SD31,SD32,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,distance_SBMI
205,205,1,-1.1826,21.1925,0.12726,13.965,15.465,16.965,18.823,21.192,24.327,28.687,35.215,39.575,43.935,48.295,52.655,57.015,61.375,65.735,70.095,74.455,78.815,83.175,87.535,91.895,96.255,100.615,104.975,109.335,113.695,118.05499999999999,122.41499999999999,126.77499999999999,131.135,135.495,139.855,144.21499999999997,148.575,152.935,157.295,161.65499999999997,166.015,170.37499999999997,174.73499999999999,179.095,183.45499999999998,187.81499999999997,192.17499999999998,196.535,4.359999999999999
206,206,1,-1.1688,21.2423,0.12736,13.981,15.489,16.997,18.864,21.242,24.383,28.742,35.24,39.599000000000004,43.958000000000006,48.31700000000001,52.67600000000001,57.03500000000001,61.39400000000001,65.75300000000001,70.11200000000002,74.47100000000002,78.83000000000001,83.18900000000002,87.54800000000003,91.90700000000002,96.26600000000002,100.62500000000003,104.98400000000004,109.34300000000005,113.70200000000003,118.06100000000004,122.42000000000004,126.77900000000005,131.13800000000003,135.49700000000004,139.85600000000005,144.21500000000006,148.57400000000004,152.93300000000005,157.29200000000006,161.65100000000007,166.01000000000005,170.36900000000006,174.72800000000007,179.08700000000007,183.44600000000008,187.80500000000006,192.16400000000007,196.52300000000008,4.359000000000002
207,207,1,-1.155,21.2914,0.12746,13.996,15.512,17.028,18.904,21.291,24.439,28.797,35.264,39.622,43.980000000000004,48.33800000000001,52.696000000000005,57.054,61.412000000000006,65.77000000000001,70.12800000000001,74.48600000000002,78.84400000000001,83.202,87.56,91.918,96.27600000000001,100.63400000000001,104.99200000000002,109.35000000000002,113.70800000000003,118.066,122.424,126.78200000000001,131.14000000000001,135.49800000000002,139.85600000000002,144.21400000000003,148.57200000000003,152.93,157.288,161.64600000000002,166.00400000000002,170.36200000000002,174.72000000000003,179.07800000000003,183.43600000000004,187.79400000000004,192.15200000000004,196.51000000000002,4.3580000000000005
208,208,1,-1.141,21.34,0.12756,14.01,15.534,17.059,18.944,21.34,24.494,28.85,35.287,39.643,43.999,48.355000000000004,52.711000000000006,57.06700000000001,61.42300000000001,65.77900000000001,70.13500000000002,74.49100000000001,78.84700000000001,83.20300000000002,87.55900000000003,91.91500000000002,96.27100000000002,100.62700000000004,104.98300000000003,109.33900000000003,113.69500000000002,118.05100000000004,122.40700000000004,126.76300000000003,131.11900000000003,135.47500000000005,139.83100000000005,144.18700000000004,148.54300000000003,152.89900000000006,157.25500000000005,161.61100000000005,165.96700000000007,170.32300000000006,174.67900000000006,179.03500000000005,183.39100000000005,187.74700000000007,192.10300000000007,196.45900000000006,4.356000000000002
209,209,1,-1.127,21.388,0.12767,14.023,15.556,17.089,18.983,21.388,24.549,28.903,35.31,39.664,44.018,48.372,52.726,57.08,61.434,65.788,70.142,74.496,78.85,83.204,87.55799999999999,91.91199999999999,96.26599999999999,100.61999999999999,104.97399999999999,109.32799999999999,113.68199999999999,118.03599999999999,122.38999999999999,126.74399999999999,131.09799999999998,135.452,139.80599999999998,144.15999999999997,148.51399999999998,152.868,157.22199999999998,161.57599999999996,165.92999999999998,170.284,174.63799999999998,178.99199999999996,183.34599999999998,187.7,192.05399999999997,196.40799999999996,4.353999999999999
210,210,1,-1.1129,21.4354,0.12777,14.036,15.577,17.118,19.022,21.435,24.603,28.954,35.331,39.682,44.033,48.384,52.735,57.086,61.437,65.788,70.139,74.49,78.841,83.192,87.54299999999999,91.89399999999999,96.24499999999999,100.59599999999999,104.94699999999999,109.29799999999999,113.64899999999999,117.99999999999999,122.35099999999998,126.70199999999998,131.053,135.404,139.755,144.106,148.457,152.808,157.159,161.51,165.861,170.212,174.563,178.914,183.265,187.61599999999999,191.96699999999998,196.31799999999998,4.350999999999999
211,211,1,-1.0986,21.4822,0.12787,14.048,15.598,17.147,19.06,21.482,24.656,29.005,35.351,39.7,44.049,48.397999999999996,52.747,57.096000000000004,61.445,65.794,70.143,74.492,78.84100000000001,83.19,87.539,91.888,96.237,100.586,104.935,109.284,113.63300000000001,117.982,122.331,126.68,131.029,135.378,139.727,144.07600000000002,148.425,152.774,157.123,161.472,165.821,170.17000000000002,174.519,178.868,183.217,187.566,191.91500000000002,196.264,4.349
212,212,1,-1.0843,21.5285,0.12797,14.06,15.618,17.176,19.097,21.528,24.708,29.054,35.369,39.715,44.061,48.407,52.753,57.099000000000004,61.445,65.791,70.137,74.483,78.82900000000001,83.175,87.521,91.867,96.213,100.559,104.905,109.251,113.59700000000001,117.943,122.289,126.635,130.981,135.327,139.673,144.019,148.365,152.711,157.05700000000002,161.40300000000002,165.749,170.095,174.441,178.787,183.133,187.479,191.82500000000002,196.171,4.346
213,213,1,-1.0699,21.5742,0.12807,14.071,15.637,17.204,19.134,21.574,24.76,29.103,35.387,39.730000000000004,44.073,48.416,52.759,57.102000000000004,61.445,65.788,70.131,74.474,78.81700000000001,83.16,87.503,91.846,96.189,100.532,104.875,109.218,113.561,117.904,122.247,126.59,130.933,135.276,139.619,143.962,148.305,152.648,156.99099999999999,161.334,165.677,170.02,174.363,178.706,183.049,187.392,191.735,196.078,4.343
214,214,1,-1.0553,21.6193,0.12816,14.081,15.656,17.231,19.171,21.619,24.811,29.15,35.402,39.741,44.08,48.419,52.757999999999996,57.096999999999994,61.43599999999999,65.77499999999999,70.11399999999999,74.45299999999999,78.79199999999999,83.13099999999999,87.46999999999998,91.80899999999998,96.14799999999998,100.48699999999998,104.82599999999998,109.16499999999998,113.50399999999998,117.84299999999998,122.18199999999997,126.52099999999997,130.85999999999996,135.19899999999996,139.53799999999995,143.87699999999995,148.21599999999995,152.55499999999995,156.89399999999995,161.23299999999995,165.57199999999995,169.91099999999994,174.24999999999994,178.58899999999994,182.92799999999994,187.26699999999994,191.60599999999994,195.94499999999994,4.338999999999999
215,215,1,-1.0407,21.6638,0.12826,14.091,15.674,17.258,19.207,21.664,24.861,29.197,35.417,39.753,44.089,48.425,52.760999999999996,57.096999999999994,61.43299999999999,65.76899999999999,70.10499999999999,74.44099999999999,78.77699999999999,83.11299999999999,87.44899999999998,91.78499999999998,96.12099999999998,100.45699999999998,104.79299999999998,109.12899999999998,113.46499999999997,117.80099999999997,122.13699999999997,126.47299999999997,130.80899999999997,135.14499999999998,139.48099999999997,143.81699999999995,148.15299999999996,152.48899999999998,156.82499999999996,161.16099999999994,165.49699999999996,169.83299999999994,174.16899999999995,178.50499999999997,182.84099999999995,187.17699999999994,191.51299999999995,195.84899999999996,4.3359999999999985
216,216,1,-1.026,21.7077,0.12836,14.1,15.692,17.284,19.242,21.708,24.911,29.243,35.432,39.763999999999996,44.096,48.428,52.75999999999999,57.091999999999985,61.423999999999985,65.75599999999999,70.08799999999998,74.41999999999997,78.75199999999998,83.08399999999997,87.41599999999997,91.74799999999996,96.07999999999996,100.41199999999996,104.74399999999996,109.07599999999995,113.40799999999994,117.73999999999995,122.07199999999995,126.40399999999994,130.73599999999993,135.06799999999993,139.39999999999992,143.7319999999999,148.0639999999999,152.39599999999993,156.72799999999992,161.05999999999992,165.39199999999994,169.72399999999993,174.05599999999993,178.38799999999992,182.7199999999999,187.0519999999999,191.3839999999999,195.7159999999999,4.331999999999997
229,0,2,-0.0631,13.3363,0.09272,9.154,10.122,11.091,12.159,13.336,14.636,16.071,17.657,19.092000000000002,20.527000000000005,21.962000000000007,23.39700000000001,24.83200000000001,26.267000000000014,27.702000000000016,29.137000000000018,30.57200000000002,32.00700000000002,33.44200000000002,34.877000000000024,36.312000000000026,37.74700000000003,39.18200000000003,40.61700000000003,42.052000000000035,43.48700000000004,44.92200000000004,46.35700000000004,47.792000000000044,49.22700000000005,50.66200000000005,52.09700000000005,53.53200000000005,54.967000000000056,56.40200000000006,57.83700000000006,59.27200000000006,60.707000000000065,62.14200000000007,63.57700000000007,65.01200000000007,66.44700000000007,67.88200000000008,69.31700000000008,70.75200000000008,1.4350000000000023
230,1,2,0.3481,14.5422,0.09559,9.569,10.75,11.932,13.195,14.542,15.976,17.499,19.114,20.637,22.159999999999997,23.682999999999993,25.205999999999992,26.728999999999992,28.25199999999999,29.774999999999984,31.297999999999984,32.820999999999984,34.34399999999998,35.866999999999976,37.38999999999997,38.91299999999997,40.43599999999997,41.958999999999975,43.48199999999997,45.00499999999997,46.52799999999996,48.05099999999996,49.573999999999955,51.09699999999995,52.61999999999996,54.14299999999996,55.665999999999954,57.18899999999995,58.71199999999995,60.23499999999994,61.75799999999994,63.280999999999935,64.80399999999995,66.32699999999994,67.84999999999994,69.37299999999993,70.89599999999993,72.41899999999993,73.94199999999992,75.46499999999992,1.522999999999998
231,2,2,0.1743,15.7713,0.09371,10.608,11.822,13.035,14.349,15.771,17.308,18.965,20.752,22.409,24.066,25.723,27.38,29.037,30.694,32.351,34.007999999999996,35.665,37.322,38.979,40.635999999999996,42.293,43.95,45.607,47.263999999999996,48.921,50.578,52.235,53.891999999999996,55.54899999999999,57.206,58.863,60.519999999999996,62.17699999999999,63.834,65.491,67.148,68.80499999999999,70.462,72.119,73.776,75.43299999999999,77.09,78.747,80.404,82.06099999999999,1.657
232,3,2,0.0652,16.3531,0.09255,11.14,12.357,13.574,14.903,16.353,17.934,19.657,21.533,23.256,24.979,26.701999999999998,28.424999999999997,30.147999999999996,31.870999999999995,33.593999999999994,35.31699999999999,37.03999999999999,38.76299999999999,40.48599999999999,42.20899999999999,43.93199999999999,45.65499999999999,47.377999999999986,49.100999999999985,50.823999999999984,52.54699999999998,54.26999999999998,55.99299999999998,57.71599999999998,59.43899999999998,61.16199999999998,62.88499999999998,64.60799999999998,66.33099999999997,68.05399999999997,69.77699999999997,71.49999999999997,73.22299999999997,74.94599999999997,76.66899999999997,78.39199999999997,80.11499999999997,81.83799999999997,83.56099999999996,85.28399999999996,1.722999999999999
233,4,2,-0.0173,16.6647,0.09168,11.455,12.666,13.877,15.206,16.665,18.266,20.024,21.955,23.713,25.471000000000004,27.229000000000006,28.98700000000001,30.74500000000001,32.503000000000014,34.26100000000002,36.01900000000002,37.77700000000002,39.535000000000025,41.29300000000003,43.05100000000003,44.80900000000003,46.567000000000036,48.32500000000004,50.08300000000004,51.841000000000044,53.599000000000046,55.35700000000005,57.11500000000005,58.873000000000054,60.63100000000006,62.38900000000006,64.14700000000006,65.90500000000006,67.66300000000007,69.42100000000008,71.17900000000007,72.93700000000007,74.69500000000008,76.45300000000009,78.21100000000008,79.96900000000008,81.72700000000009,83.4850000000001,85.2430000000001,87.0010000000001,1.7580000000000027
234,5,2,-0.086,16.8379,0.09096,11.657,12.857,14.057,15.379,16.838,18.448,20.226,22.193,23.971,25.749,27.526999999999997,29.304999999999996,31.082999999999995,32.86099999999999,34.638999999999996,36.41699999999999,38.19499999999999,39.972999999999985,41.75099999999999,43.52899999999998,45.30699999999999,47.08499999999998,48.862999999999985,50.64099999999998,52.41899999999998,54.196999999999974,55.97499999999998,57.75299999999997,59.53099999999998,61.30899999999997,63.086999999999975,64.86499999999997,66.64299999999997,68.42099999999996,70.19899999999997,71.97699999999996,73.75499999999997,75.53299999999996,77.31099999999996,79.08899999999996,80.86699999999996,82.64499999999995,84.42299999999996,86.20099999999995,87.97899999999994,1.7779999999999987
235,6,2,-0.1418,16.9077,0.09037,11.772,12.958,14.144,15.456,16.908,18.518,20.305,22.292,24.079,25.866,27.653,29.439999999999998,31.226999999999997,33.013999999999996,34.800999999999995,36.587999999999994,38.37499999999999,40.16199999999999,41.94899999999999,43.73599999999999,45.52299999999999,47.30999999999999,49.09699999999999,50.883999999999986,52.670999999999985,54.457999999999984,56.24499999999998,58.03199999999998,59.81899999999998,61.60599999999998,63.39299999999998,65.17999999999998,66.96699999999998,68.75399999999998,70.54099999999997,72.32799999999997,74.11499999999998,75.90199999999997,77.68899999999996,79.47599999999997,81.26299999999998,83.04999999999997,84.83699999999996,86.62399999999997,88.41099999999997,1.786999999999999
236,7,2,-0.19,16.9033,0.08986,11.826,12.996,14.165,15.462,16.903,18.507,20.295,22.292,24.080000000000002,25.868000000000002,27.656000000000002,29.444000000000003,31.232000000000003,33.02,34.80800000000001,36.596000000000004,38.384,40.172000000000004,41.96000000000001,43.748000000000005,45.536,47.324000000000005,49.11200000000001,50.900000000000006,52.688,54.476000000000006,56.26400000000001,58.05200000000001,59.84,61.62800000000001,63.41600000000001,65.20400000000001,66.992,68.78,70.56800000000001,72.35600000000001,74.144,75.93200000000002,77.72000000000001,79.50800000000001,81.296,83.084,84.87200000000001,86.66000000000001,88.44800000000001,1.7880000000000003
237,8,2,-0.2337,16.8417,0.08939,11.833,12.984,14.136,15.416,16.842,18.434,20.216,22.216,23.998,25.78,27.562,29.344,31.126,32.908,34.69,36.472,38.254000000000005,40.036,41.818,43.6,45.382000000000005,47.164,48.946,50.728,52.510000000000005,54.292,56.074000000000005,57.856,59.638,61.42,63.202000000000005,64.98400000000001,66.76599999999999,68.548,70.33000000000001,72.112,73.894,75.676,77.458,79.24000000000001,81.02199999999999,82.804,84.58600000000001,86.368,88.15,1.782
238,9,2,-0.2714,16.7441,0.08899,11.807,12.94,14.073,15.335,16.744,18.322,20.095,22.091,23.864,25.637,27.41,29.183,30.956,32.729,34.501999999999995,36.275,38.048,39.821,41.593999999999994,43.367,45.14,46.913,48.68599999999999,50.458999999999996,52.232,54.004999999999995,55.778,57.550999999999995,59.32399999999999,61.096999999999994,62.87,64.643,66.416,68.189,69.96199999999999,71.73499999999999,73.50799999999998,75.28099999999999,77.054,78.827,80.6,82.37299999999999,84.14599999999999,85.91899999999998,87.69199999999998,1.7729999999999997
239,10,2,-0.3053,16.6242,0.08863,11.76,12.874,13.988,15.232,16.624,18.187,19.947,21.937,23.697,25.456999999999997,27.216999999999995,28.976999999999993,30.73699999999999,32.496999999999986,34.25699999999999,36.01699999999998,37.77699999999999,39.53699999999998,41.29699999999998,43.056999999999974,44.81699999999998,46.57699999999997,48.336999999999975,50.096999999999966,51.85699999999997,53.61699999999996,55.37699999999997,57.13699999999996,58.89699999999996,60.656999999999954,62.41699999999996,64.17699999999995,65.93699999999995,67.69699999999995,69.45699999999995,71.21699999999994,72.97699999999995,74.73699999999994,76.49699999999994,78.25699999999993,80.01699999999994,81.77699999999993,83.53699999999994,85.29699999999993,87.05699999999992,1.759999999999998
240,11,2,-0.3373,16.491,0.08828,11.7,12.796,13.892,15.117,16.491,18.037,19.784,21.764,23.511,25.258,27.005,28.752,30.499,32.245999999999995,33.992999999999995,35.739999999999995,37.486999999999995,39.233999999999995,40.980999999999995,42.727999999999994,44.474999999999994,46.221999999999994,47.968999999999994,49.715999999999994,51.462999999999994,53.209999999999994,54.956999999999994,56.70399999999999,58.45099999999999,60.19799999999999,61.94499999999999,63.69199999999999,65.439,67.18599999999999,68.93299999999999,70.67999999999999,72.42699999999999,74.17399999999999,75.92099999999999,77.66799999999999,79.41499999999999,81.16199999999999,82.90899999999999,84.65599999999999,86.40299999999999,1.7469999999999999
241,12,2,-0.3656,16.3621,0.08798,11.639,12.718,13.797,15.005,16.362,17.893,19.626,21.596,23.329,25.062,26.795,28.528000000000002,30.261000000000003,31.994000000000003,33.727000000000004,35.46000000000001,37.193000000000005,38.926,40.659000000000006,42.39200000000001,44.12500000000001,45.858000000000004,47.59100000000001,49.32400000000001,51.05700000000001,52.790000000000006,54.52300000000001,56.256000000000014,57.98900000000002,59.72200000000001,61.45500000000001,63.18800000000002,64.92100000000002,66.65400000000001,68.38700000000001,70.12000000000002,71.85300000000002,73.58600000000001,75.31900000000002,77.05200000000002,78.78500000000003,80.51800000000001,82.25100000000002,83.98400000000002,85.71700000000003,1.7330000000000005
242,13,2,-0.3926,16.2339,0.08769,11.576,12.639,13.701,14.893,16.234,17.749,19.469,21.43,23.150000000000002,24.870000000000005,26.590000000000007,28.31000000000001,30.030000000000012,31.750000000000014,33.47000000000001,35.19000000000002,36.910000000000025,38.630000000000024,40.35000000000002,42.07000000000003,43.790000000000035,45.51000000000003,47.23000000000003,48.95000000000004,50.670000000000044,52.39000000000004,54.11000000000005,55.83000000000005,57.55000000000005,59.27000000000005,60.99000000000006,62.71000000000006,64.43000000000006,66.15000000000006,67.87000000000006,69.59000000000006,71.31000000000006,73.03000000000007,74.75000000000009,76.47000000000008,78.19000000000008,79.91000000000008,81.63000000000008,83.35000000000008,85.07000000000008,1.7200000000000024
243,14,2,-0.4169,16.117,0.08742,11.518,12.566,13.614,14.791,16.117,17.618,19.325,21.277,22.984,24.691000000000003,26.398000000000003,28.105000000000004,29.812000000000005,31.519000000000005,33.226000000000006,34.93300000000001,36.64000000000001,38.34700000000001,40.05400000000001,41.76100000000001,43.46800000000001,45.17500000000001,46.88200000000001,48.58900000000001,50.296000000000014,52.003000000000014,53.710000000000015,55.417000000000016,57.12400000000002,58.83100000000002,60.53800000000002,62.24500000000002,63.95200000000002,65.65900000000002,67.36600000000001,69.07300000000002,70.78000000000003,72.48700000000002,74.19400000000002,75.90100000000002,77.60800000000003,79.31500000000003,81.02200000000002,82.72900000000003,84.43600000000004,1.7070000000000007
244,15,2,-0.4396,16.0083,0.08718,11.463,12.498,13.533,14.696,16.008,17.497,19.192,21.135,22.830000000000002,24.525000000000002,26.220000000000002,27.915000000000003,29.610000000000003,31.305000000000003,33.0,34.69500000000001,36.39,38.08500000000001,39.78,41.47500000000001,43.17,44.86500000000001,46.56,48.25500000000001,49.95,51.64500000000001,53.34,55.03500000000001,56.730000000000004,58.42500000000001,60.120000000000005,61.81500000000001,63.510000000000005,65.20500000000001,66.9,68.59500000000001,70.29,71.98500000000001,73.68,75.37500000000001,77.07000000000001,78.76500000000001,80.46000000000001,82.15500000000002,83.85000000000001,1.6950000000000003
245,16,2,-0.4616,15.9049,0.08694,11.411,12.433,13.455,14.605,15.905,17.381,19.066,21.0,22.685,24.369999999999997,26.054999999999996,27.739999999999995,29.424999999999994,31.109999999999992,32.79499999999999,34.47999999999999,36.16499999999999,37.84999999999999,39.53499999999998,41.219999999999985,42.90499999999999,44.58999999999998,46.27499999999998,47.95999999999998,49.64499999999998,51.32999999999998,53.01499999999997,54.699999999999974,56.38499999999998,58.06999999999997,59.75499999999997,61.43999999999997,63.12499999999997,64.80999999999997,66.49499999999996,68.17999999999996,69.86499999999997,71.54999999999995,73.23499999999996,74.91999999999996,76.60499999999996,78.28999999999996,79.97499999999995,81.65999999999995,83.34499999999996,1.6849999999999987
246,17,2,-0.4816,15.8137,0.08672,11.365,12.376,13.387,14.526,15.814,17.278,18.954,20.881,22.557000000000002,24.233000000000004,25.909000000000006,27.585000000000008,29.26100000000001,30.937000000000012,32.613000000000014,34.289000000000016,35.96500000000002,37.64100000000002,39.31700000000002,40.99300000000002,42.669000000000025,44.34500000000003,46.02100000000003,47.69700000000003,49.37300000000003,51.049000000000035,52.72500000000004,54.40100000000004,56.07700000000004,57.75300000000004,59.429000000000045,61.10500000000005,62.78100000000005,64.45700000000005,66.13300000000005,67.80900000000005,69.48500000000006,71.16100000000006,72.83700000000006,74.51300000000006,76.18900000000006,77.86500000000007,79.54100000000007,81.21700000000007,82.89300000000007,1.676000000000002
247,18,2,-0.5006,15.7312,0.08651,11.324,12.325,13.326,14.454,15.731,17.186,18.852,20.773,22.439,24.105,25.771,27.437,29.103,30.769000000000002,32.435,34.101,35.767,37.43300000000001,39.099000000000004,40.765,42.431000000000004,44.09700000000001,45.763000000000005,47.429,49.095000000000006,50.76100000000001,52.42700000000001,54.093,55.759,57.42500000000001,59.09100000000001,60.757000000000005,62.423,64.08900000000001,65.75500000000001,67.421,69.087,70.75300000000001,72.41900000000001,74.08500000000001,75.751,77.41700000000002,79.08300000000001,80.74900000000001,82.415,1.6660000000000004
248,19,2,-0.5192,15.6547,0.08631,11.287,12.278,13.269,14.387,15.655,17.1,18.758,20.673,22.330999999999996,23.988999999999994,25.64699999999999,27.30499999999999,28.962999999999987,30.620999999999984,32.27899999999998,33.93699999999998,35.59499999999998,37.25299999999997,38.91099999999997,40.568999999999974,42.22699999999997,43.88499999999996,45.542999999999964,47.200999999999965,48.85899999999996,50.51699999999995,52.174999999999955,53.832999999999956,55.49099999999996,57.148999999999944,58.806999999999945,60.46499999999995,62.12299999999995,63.780999999999935,65.43899999999994,67.09699999999994,68.75499999999994,70.41299999999993,72.07099999999993,73.72899999999993,75.38699999999993,77.04499999999992,78.70299999999992,80.36099999999992,82.01899999999992,1.6579999999999977
249,20,2,-0.5363,15.589,0.08613,11.256,12.238,13.221,14.33,15.589,17.026,18.677,20.588,22.239,23.89,25.541,27.192,28.843,30.494,32.144999999999996,33.796,35.447,37.098,38.748999999999995,40.4,42.051,43.702,45.352999999999994,47.004,48.655,50.306,51.956999999999994,53.608,55.25899999999999,56.91,58.561,60.211999999999996,61.86299999999999,63.513999999999996,65.16499999999999,66.816,68.46699999999998,70.118,71.769,73.41999999999999,75.071,76.722,78.37299999999999,80.024,81.67499999999998,1.6509999999999998
250,21,2,-0.5526,15.5316,0.08595,11.23,12.205,13.179,14.281,15.532,16.961,18.606,20.513,22.158000000000005,23.803000000000008,25.44800000000001,27.093000000000014,28.738000000000017,30.38300000000002,32.02800000000002,33.67300000000003,35.318000000000026,36.96300000000004,38.60800000000003,40.25300000000004,41.89800000000004,43.54300000000005,45.188000000000045,46.833000000000055,48.47800000000005,50.12300000000006,51.76800000000006,53.41300000000007,55.058000000000064,56.703000000000074,58.34800000000007,59.99300000000008,61.638000000000076,63.28300000000009,64.92800000000008,66.57300000000009,68.21800000000009,69.8630000000001,71.5080000000001,73.1530000000001,74.7980000000001,76.44300000000011,78.08800000000011,79.73300000000012,81.37800000000011,1.6450000000000031
251,22,2,-0.5687,15.4811,0.08577,11.209,12.176,13.144,14.237,15.481,16.904,18.543,20.447,22.086,23.724999999999998,25.363999999999997,27.002999999999997,28.641999999999996,30.280999999999995,31.919999999999995,33.559,35.19799999999999,36.83699999999999,38.47599999999999,40.114999999999995,41.75399999999999,43.39299999999999,45.03199999999999,46.67099999999999,48.30999999999999,49.948999999999984,51.58799999999999,53.22699999999999,54.865999999999985,56.50499999999998,58.14399999999999,59.78299999999999,61.42199999999998,63.06099999999998,64.69999999999999,66.33899999999998,67.97799999999998,69.61699999999998,71.25599999999999,72.89499999999998,74.53399999999998,76.17299999999997,77.81199999999998,79.45099999999998,81.08999999999997,1.6389999999999993
252,23,2,-0.5836,15.4405,0.08561,11.193,12.154,13.116,14.203,15.44,16.858,18.493,20.394,22.028999999999996,23.663999999999994,25.298999999999992,26.93399999999999,28.56899999999999,30.203999999999986,31.838999999999984,33.47399999999998,35.10899999999998,36.74399999999998,38.37899999999998,40.013999999999974,41.64899999999997,43.28399999999997,44.91899999999997,46.55399999999997,48.188999999999965,49.82399999999996,51.45899999999996,53.09399999999996,54.72899999999996,56.363999999999955,57.99899999999995,59.63399999999995,61.26899999999995,62.90399999999995,64.53899999999994,66.17399999999995,67.80899999999994,69.44399999999993,71.07899999999994,72.71399999999994,74.34899999999993,75.98399999999992,77.61899999999993,79.25399999999993,80.88899999999992,1.634999999999998
253,24,2,-0.5979,15.4072,0.08546,11.182,12.138,13.093,14.175,15.407,16.82,18.451,20.351,21.982,23.613,25.244,26.875,28.506,30.137,31.768,33.399,35.03,36.661,38.292,39.923,41.554,43.185,44.816,46.447,48.078,49.709,51.34,52.971000000000004,54.602000000000004,56.233000000000004,57.864000000000004,59.495000000000005,61.126000000000005,62.757000000000005,64.388,66.019,67.65,69.281,70.912,72.543,74.174,75.805,77.436,79.06700000000001,80.69800000000001,1.6310000000000002
254,25,2,-0.5684,15.6608,0.08452,11.389,12.358,13.327,14.42,15.661,17.078,18.707,20.593,22.222,23.851000000000003,25.480000000000004,27.109000000000005,28.738000000000007,30.367000000000008,31.99600000000001,33.625000000000014,35.25400000000001,36.88300000000001,38.512000000000015,40.14100000000002,41.77000000000002,43.399000000000015,45.02800000000002,46.657000000000025,48.28600000000002,49.91500000000002,51.544000000000025,53.17300000000003,54.802000000000035,56.431000000000026,58.06000000000003,59.689000000000036,61.31800000000004,62.94700000000003,64.57600000000004,66.20500000000004,67.83400000000005,69.46300000000004,71.09200000000004,72.72100000000005,74.35000000000005,75.97900000000004,77.60800000000005,79.23700000000005,80.86600000000006,1.6290000000000013
255,26,2,-0.5684,15.6329,0.08449,11.37,12.337,13.304,14.395,15.633,17.047,18.672,20.554,22.179,23.804,25.429,27.054,28.679,30.304,31.929,33.554,35.179,36.804,38.429,40.054,41.679,43.304,44.929,46.554,48.179,49.804,51.429,53.054,54.679,56.304,57.929,59.554,61.179,62.804,64.429,66.054,67.679,69.304,70.929,72.554,74.179,75.804,77.429,79.054,80.679,1.625
256,27,2,-0.5684,15.6062,0.08447,11.351,12.316,13.281,14.37,15.606,17.017,18.639,20.518,22.14,23.762,25.384,27.006,28.628,30.25,31.872,33.494,35.116,36.738,38.36,39.982,41.604,43.226,44.848,46.47,48.092,49.714,51.336,52.958,54.58,56.202,57.824,59.446,61.068,62.69,64.312,65.934,67.556,69.178,70.8,72.422,74.044,75.666,77.288,78.91,80.532,1.6219999999999999
257,28,2,-0.5684,15.5796,0.08444,11.333,12.296,13.259,14.346,15.58,16.988,18.606,20.481,22.099000000000004,23.717000000000006,25.335000000000008,26.95300000000001,28.571000000000012,30.189000000000014,31.807000000000016,33.42500000000002,35.04300000000002,36.66100000000002,38.279000000000025,39.89700000000003,41.51500000000003,43.13300000000003,44.75100000000003,46.369000000000035,47.98700000000004,49.60500000000004,51.22300000000004,52.841000000000044,54.459000000000046,56.07700000000005,57.69500000000005,59.31300000000005,60.931000000000054,62.549000000000056,64.16700000000006,65.78500000000005,67.40300000000006,69.02100000000007,70.63900000000007,72.25700000000006,73.87500000000007,75.49300000000008,77.11100000000008,78.72900000000007,80.34700000000008,1.618000000000002
258,29,2,-0.5684,15.5545,0.08443,11.315,12.277,13.238,14.323,15.554,16.96,18.576,20.447,22.063,23.679,25.294999999999998,26.910999999999998,28.526999999999997,30.142999999999997,31.758999999999997,33.375,34.991,36.607,38.223,39.839,41.455,43.071,44.687,46.303,47.919,49.535,51.150999999999996,52.766999999999996,54.382999999999996,55.998999999999995,57.614999999999995,59.230999999999995,60.846999999999994,62.462999999999994,64.079,65.695,67.31099999999999,68.92699999999999,70.54299999999999,72.15899999999999,73.77499999999999,75.39099999999999,77.00699999999999,78.62299999999999,80.23899999999999,1.6159999999999997
259,30,2,-0.5684,15.5301,0.08444,11.297,12.257,13.217,14.301,15.53,16.934,18.547,20.416,22.029,23.642,25.255,26.868,28.480999999999998,30.093999999999998,31.706999999999997,33.31999999999999,34.93299999999999,36.54599999999999,38.15899999999999,39.77199999999999,41.38499999999999,42.99799999999999,44.61099999999999,46.22399999999999,47.83699999999999,49.44999999999999,51.06299999999999,52.67599999999999,54.28899999999999,55.90199999999999,57.514999999999986,59.127999999999986,60.740999999999985,62.353999999999985,63.966999999999985,65.57999999999998,67.19299999999998,68.80599999999998,70.41899999999998,72.03199999999998,73.64499999999998,75.25799999999998,76.87099999999998,78.48399999999998,80.09699999999998,1.6129999999999995
